,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
129,0,1.00549493113976,0.518,0.042,0,4,Clec4a4
130,0,0.996841571238693,0.806,0.295,0,4,Hcls1
131,0,5.34745324935226,0.994,0.156,0,5,Lyz2
132,0,3.17061092224999,0.926,0.267,0,5,Plac8
133,0,3.01582034196207,0.903,0.17,0,5,Ifi27l2a
134,0,2.94311853222484,0.998,0.236,0,5,Cybb
135,0,2.86447343213489,0.984,0.286,0,5,Ifitm3
136,0,2.84757368565209,0.906,0.065,0,5,Ccr2
137,0,2.71443826599708,0.951,0.089,0,5,Adgre4
138,0,2.69057387523066,0.996,0.206,0,5,Ms4a6c
139,0,2.67472443007052,0.822,0.024,0,5,Ly6i
140,0,2.35710017207127,0.916,0.082,0,5,Tgfbi
141,0,2.35678257243369,0.999,0.637,0,5,Zeb2
142,0,2.35537769760444,0.959,0.073,0,5,Csf1r
143,0,2.30667895067279,0.997,0.448,0,5,Lst1
144,0,2.18671854988869,0.861,0.084,0,5,Cx3cr1
145,0,2.16052695674206,0.884,0.063,0,5,Clec4a3
146,0,2.15190130855697,0.944,0.362,0,5,Gsr
147,0,2.14795711312667,0.982,0.285,0,5,Sirpa
148,0,2.10834562433405,0.942,0.233,0,5,Ms4a6b
149,0,2.03096535771053,0.769,0.083,0,5,Celf4
150,0,1.99210946571494,0.675,0.02,0,5,Klra2
151,0,1.85999350691695,0.96,0.498,0,5,Ctsc
152,0,1.85611598720571,0.962,0.324,0,5,Tpd52
153,0,1.85340688480143,0.894,0.155,0,5,Cd300a
154,0,1.84523827733432,0.671,0.05,0,5,Gda
155,0,1.83178879421793,0.999,0.893,0,5,Ctss
156,0,1.8118316166093,0.902,0.155,0,5,Igsf6
157,0,1.78349854254664,0.914,0.412,0,5,Cdk2ap2
158,0,1.77924784601593,0.705,0.048,0,5,Fcgr2b
159,0,1.72186756664298,0.722,0.02,0,5,Msr1
160,0,1.67824378695794,0.913,0.309,0,5,H2-DMb1
161,0,2.33297162817936,0.849,0.215,0,6,Mir155hg
162,0,1.64065028220125,0.891,0.411,0,6,Dscaml1
163,1.0133248416221e-189,1.60920728210893,0.784,0.482,2.35983089116955e-185,6,Alcam
164,1.94598445468024e-231,1.6075419389597,0.681,0.491,4.53180859805934e-227,6,Cd40
165,0,1.53116004410681,0.942,0.615,0,6,Gramd1b
166,3.34240978113043e-265,1.49861246480804,0.572,0.256,7.78380389829654e-261,6,Bcl2l1
167,3.2810800662912e-300,1.41432146422494,0.927,0.538,7.64097925837895e-296,6,Tmtc2
168,0,1.38343457894238,0.977,0.592,0,6,Il15
