"","Symbol","vst.mean","vst.variance","vst.variance.expected","vst.variance.standardized","vst.variable","symbol.unique","prev.names"
"CDC26","Cdc26",0.0866436668309512,0.0996490750054812,0.113671836007245,0.876638211413513,FALSE,"Cdc26","ENSMUSG00000066149"
"PRPF4","Prpf4",0.0821094135041893,0.0877960231221426,0.107042626884763,0.820196828845182,FALSE,"Prpf4","ENSMUSG00000066148"
"WDR31","Wdr31",0.00226712666338098,0.0022622097877309,0.00258356166990391,0.875616717062936,FALSE,"Wdr31","ENSMUSG00000028391"
"BSPRY","Bspry",0.020305569245934,0.0218668230220168,0.0251888797524885,0.868114153423453,FALSE,"Bspry","ENSMUSG00000028392"
"HDHD3","Hdhd3",0.000492853622474125,0.000492659279563055,0.000513366159989407,0.959664500623144,FALSE,"Hdhd3","ENSMUSG00000038422"
"ALAD","Alad",0.0094627895515032,0.00937416918405517,0.0115443457709648,0.81201389580968,FALSE,"Alad","ENSMUSG00000028393"
"POLE3","Pole3",0.0171513060620996,0.0178446049630515,0.0212469394346327,0.8398670791128,FALSE,"Pole3","ENSMUSG00000028394"
"RGS3","Rgs3",0.103794972893051,0.125365131461319,0.139232217652361,0.900403179487761,FALSE,"Rgs3","ENSMUSG00000059810"
"ZFP618","Zfp618",0.0496796451453918,0.0760017211008208,0.0620183372596494,1.22547176301467,TRUE,"Zfp618","ENSMUSG00000028358"
"COL27A1","Col27a1",0.00877279448003943,0.0134285509948025,0.0106804675029479,1.2572999254102,TRUE,"Col27a1","ENSMUSG00000045672"
"ORM3","Orm3",0.00128141941843273,0.00127990354372638,0.0014147155933766,0.904707313412402,FALSE,"Orm3","ENSMUSG00000028359"
"AKNA","Akna",0.503104977821587,0.646505539550351,0.93192585510052,0.693730661094932,FALSE,"Akna","ENSMUSG00000039158"
"AKNAOS","Aknaos",0.0179398718580582,0.0184084131823574,0.022231704770348,0.82802526268296,FALSE,"Aknaos","ENSMUSG00000086953"
"WHRN","Whrn",0.732971907343519,1.8499231956815,1.51699418448579,1.21946624093921,TRUE,"Whrn","ENSMUSG00000039137"
"ATP6V1G1","Atp6v1g1",0.118679152291769,0.13161576307578,0.16237574316895,0.810562960372928,FALSE,"Atp6v1g1","ENSMUSG00000039105"
"TMEM268","Tmem268",0.0750123213405618,0.0934459407984847,0.0968023543983274,0.965327149110115,FALSE,"Tmem268","ENSMUSG00000045917"
"TNFSF15","Tnfsf15",0.0221784130113356,0.101538826604145,0.0275140011139168,3.6904420474413,TRUE,"Tnfsf15","ENSMUSG00000050395"
"TNFSF8","Tnfsf8",0.508920650566782,1.96347029585206,0.945668401337466,2.07627778730381,TRUE,"Tnfsf8","ENSMUSG00000028362"
"TNC","Tnc",0.116707737801873,0.159682377606719,0.159248408364085,1.00272510882272,FALSE,"Tnc","ENSMUSG00000028364"
"TRIM32","Trim32",0.00502710694923608,0.00519948911135537,0.00602226268837106,0.86337799933496,FALSE,"Trim32","ENSMUSG00000051675"
"TLR4","Tlr4",0.0176441596845737,0.0230522176080896,0.021862521408335,1.05441715424924,TRUE,"Tlr4","ENSMUSG00000039005"
"CDK5RAP2","Cdk5rap2",0.1466732380483,0.179194619655371,0.208121593688616,0.861009261362263,FALSE,"Cdk5rap2","ENSMUSG00000039298"
"MEGF9","Megf9",0.128634795465747,0.270024802042308,0.178402351367847,1.5135719903464,TRUE,"Megf9","ENSMUSG00000039270"
"GM11232","Gm11232",0.000295712173484475,0.000295653870611154,0.0003007916145108,0.982919258211364,FALSE,"Gm11232","ENSMUSG00000066141"
"TLE1","Tle1",0.151207491375062,0.34306464000696,0.215756122527044,1.59005749634737,TRUE,"Tle1","ENSMUSG00000008305"
"KDM4C","Kdm4c",0.554460325283391,0.795362842101826,1.05525805762115,0.753714066770361,FALSE,"Kdm4c","ENSMUSG00000028397"
"A230083N12RIK","A230083N12Rik",0.000887136520453425,0.000886436885973572,0.000960191836164921,0.92318727631977,FALSE,"A230083N12Rik","ENSMUSG00000085482"
"DMAC1","Dmac1",0.0206998521439133,0.022442136341658,0.0256819470624052,0.873848711202673,FALSE,"Dmac1","ENSMUSG00000028398"
"MPDZ","Mpdz",0.0365697387875801,0.0575150460281753,0.0453760383544818,1.26752021802481,TRUE,"Mpdz","ENSMUSG00000028402"
"NFIB","Nfib",0.0067028092656481,0.00725002060034857,0.008120141344408,0.892844138155472,FALSE,"Nfib","ENSMUSG00000008575"
"ZDHHC21","Zdhhc21",0.195761458846723,0.2580064809474,0.294049715020088,0.877424693065173,FALSE,"Zdhhc21","ENSMUSG00000028403"
"TTC39B","Ttc39b",0.256678166584524,0.417942631527392,0.406186503143598,1.02894268591597,TRUE,"Ttc39b","ENSMUSG00000038172"
"SNAPC3","Snapc3",0.178018728437654,0.222643747677604,0.262493478420408,0.848187730291034,FALSE,"Snapc3","ENSMUSG00000028483"
"PSIP1","Psip1",0.136323311976343,0.163295037414895,0.190987575561657,0.855003457343636,FALSE,"Psip1","ENSMUSG00000028484"
"CCDC171","Ccdc171",0.0742237555446033,0.100858587546816,0.0956766982770331,1.05416041066531,TRUE,"Ccdc171","ENSMUSG00000052407"
"CNTLN","Cntln",0.160473139477575,0.267226905454508,0.231654291584341,1.15355905399754,TRUE,"Cntln","ENSMUSG00000038070"
"RRAGA","Rraga",0.0311483489403647,0.0323498739880564,0.0386149231875876,0.837755751342661,FALSE,"Rraga","ENSMUSG00000070934"
"HAUS6","Haus6",0.0868408082799409,0.113218971599505,0.113961339766819,0.993485789401613,FALSE,"Haus6","ENSMUSG00000038047"
"PLIN2","Plin2",0.0651552488910793,0.0938419144797895,0.0829348580937516,1.13151353528222,TRUE,"Plin2","ENSMUSG00000028494"
"DENND4C","Dennd4c",0.505766387382947,0.985598646129538,0.938207720595099,1.05051218881934,TRUE,"Dennd4c","ENSMUSG00000038024"
"RPS6","Rps6",1.2343026121242,1.76262447663444,3.07310987391109,0.573563767308897,FALSE,"Rps6","ENSMUSG00000028495"
"ACER2","Acer2",0.0159684573681617,0.0350367813393491,0.0197663229745617,1.77254926899857,TRUE,"Acer2","ENSMUSG00000038007"
"SLC24A2","Slc24a2",0.000887136520453425,0.00147791953581584,0.000960191836164921,1.53919194076755,TRUE,"Slc24a2","ENSMUSG00000037996"
"MLLT3","Mllt3",0.663479546574667,1.55196364077341,1.33143959369606,1.16562827793426,TRUE,"Mllt3","ENSMUSG00000028496"
"FOCAD","Focad",0.0932479053721045,0.130499554566049,0.12341317357442,1.05741997216653,TRUE,"Focad","ENSMUSG00000038368"
"HACD4","Hacd4",0.00325283390832923,0.00403121613574775,0.00379251198945032,1.06294090749388,TRUE,"Hacd4","ENSMUSG00000028497"
"KLHL9","Klhl9",0.11010349926072,0.120072396621232,0.148907923828712,0.806353305680024,FALSE,"Klhl9","ENSMUSG00000070923"
"MTAP","Mtap",0.0834894036471168,0.134294605196263,0.109053923543156,1.23145138508584,TRUE,"Mtap","ENSMUSG00000062937"
"CDKN2A","Cdkn2a",0.00128141941843273,0.00147706442700713,0.0014147155933766,1.04407163808926,TRUE,"Cdkn2a","ENSMUSG00000044303"
"CDKN2B","Cdkn2b",0.00226712666338098,0.00659974921990756,0.00258356166990391,1.68614219780695,TRUE,"Cdkn2b","ENSMUSG00000073802"
"ELAVL2","Elavl2",0.00246426811237063,0.00403572489128457,0.00282322832742135,1.42947166266594,TRUE,"Elavl2","ENSMUSG00000008489"
"TUSC1","Tusc1",0.0133070478068014,0.0139199081768614,0.0163931228456485,0.849130962289861,FALSE,"Tusc1","ENSMUSG00000054000"
"CAAP1","Caap1",0.138393297190734,0.202059918251594,0.194398622224362,1.03941023830093,TRUE,"Caap1","ENSMUSG00000028578"
"PLAA","Plaa",0.283982257269591,0.385927357729334,0.458803283388418,0.841160845404399,FALSE,"Plaa","ENSMUSG00000028577"
"IFT74","Ift74",0.0271069492360769,0.0322895888170424,0.0336239106935152,0.96031627942879,FALSE,"Ift74","ENSMUSG00000028576"
"TEK","Tek",0.0214884179398719,0.0328583916491629,0.0266616534570182,1.23242137634617,TRUE,"Tek","ENSMUSG00000006386"
"MYSM1","Mysm1",0.558206012814194,1.00590293271226,1.06442826193836,0.945017122037429,FALSE,"Mysm1","ENSMUSG00000062627"
"JUN","Jun",0.862493839329719,2.3644695293636,1.88242755672461,1.25607464729099,TRUE,"Jun","ENSMUSG00000052684"
"JUNOS","Junos",0.0138984721537703,0.0152839427667901,0.0171476521035172,0.891314022148558,FALSE,"Junos","ENSMUSG00000087366"
"FGGY","Fggy",0.0587481517989157,0.0880309642673344,0.0741052907277873,1.18791739972658,TRUE,"Fggy","ENSMUSG00000028573"
"HOOK1","Hook1",0.193198620009857,0.522213200392414,0.28948424205313,1.80394344330691,TRUE,"Hook1","ENSMUSG00000028572"
"CYP2J6","Cyp2j6",0.0011828486939379,0.00118156603072484,0.00130041258234366,0.908608580667045,FALSE,"Cyp2j6","ENSMUSG00000052914"
"CYP2J9","Cyp2j9",0.000295712173484475,0.000295653870611154,0.0003007916145108,0.982919258211364,FALSE,"Cyp2j9","ENSMUSG00000015224"
"NFIA","Nfia",0.0972893050763923,0.205143479484388,0.129429548481591,1.58498180586301,TRUE,"Nfia","ENSMUSG00000028565"
"TM2D1","Tm2d1",0.0976835879743716,0.111809499636968,0.130019256182511,0.859945695120862,FALSE,"Tm2d1","ENSMUSG00000028563"
"PATJ","Patj",0.123607688516511,0.189175469104921,0.170264863630058,1.11106581282646,TRUE,"Patj","ENSMUSG00000061859"
"USP1","Usp1",0.0682109413504189,0.094913054868445,0.0871889090901802,1.08859092124063,TRUE,"Usp1","ENSMUSG00000028560"
"DOCK7","Dock7",0.0909807787087235,0.150534773388392,0.120058145606176,1.25384889653542,TRUE,"Dock7","ENSMUSG00000028556"
"ANGPTL3","Angptl3",0.00019714144898965,0.000197122014698543,0.000197981570461901,0.995658405166944,FALSE,"Angptl3","ENSMUSG00000028553"
"ATG4C","Atg4c",0.0179398718580582,0.0221544699646918,0.022231704770348,0.996525916187985,FALSE,"Atg4c","ENSMUSG00000028550"
"GM12689","Gm12689",9.8570724494825e-05,9.8570724494825e-05,9.82363604104317e-05,1.00019748666828,FALSE,"Gm12689","ENSMUSG00000070891"
"ALG6","Alg6",0.0217841301133563,0.0230861304460714,0.0270273680661259,0.854176048129741,FALSE,"Alg6","ENSMUSG00000073792"
"ITGB3BP","Itgb3bp",0.0245441103992114,0.0276901140093253,0.030429950899535,0.909962493884547,FALSE,"Itgb3bp","ENSMUSG00000028549"
"EFCAB7","Efcab7",0.0123213405618531,0.0129593683388967,0.0151376739461253,0.856100374801233,FALSE,"Efcab7","ENSMUSG00000073791"
"PGM1","Pgm1",0.0283883686545096,0.0315284059372536,0.0352099634086872,0.895439894989348,FALSE,"Pgm1","ENSMUSG00000025791"
"ROR1","Ror1",0.0182355840315426,0.0374237398416961,0.022600846279784,1.65585568692491,TRUE,"Ror1","ENSMUSG00000035305"
"CACHD1","Cachd1",0.00847708230655495,0.0257562077012654,0.0103105457535385,2.49804504212844,TRUE,"Cachd1","ENSMUSG00000028532"
"RAVER2","Raver2",0.00325283390832923,0.00363689436918623,0.00379251198945032,0.958967138219477,FALSE,"Raver2","ENSMUSG00000035275"
"JAK1","Jak1",2.19103006407097,6.99189508436794,6.98518532420192,1.00096057010016,FALSE,"Jak1","ENSMUSG00000028530"
"E130102H24RIK","E130102H24Rik",0.0250369640216856,0.029144382012864,0.0310408237128202,0.938904917037593,FALSE,"E130102H24Rik","ENSMUSG00000086782"
"0610043K17RIK","0610043K17Rik",0.0105470675209463,0.0131971080220089,0.0129037293781097,1.02273595759045,TRUE,"0610043K17Rik","ENSMUSG00000087361"
"AK4","Ak4",0.00059142434696895,0.000591132832602345,0.000623069852991807,0.948742472074184,FALSE,"Ak4","ENSMUSG00000028527"
"DNAJC6","Dnajc6",0.123410547067521,0.455785685634013,0.169947501636872,2.68192048276118,TRUE,"Dnajc6","ENSMUSG00000028528"
"LEPROT","Leprot",0.0728437654016757,0.0823312753714681,0.0937133827920138,0.878543415236554,FALSE,"Leprot","ENSMUSG00000035212"
"LEPR","Lepr",0.00256283883686545,0.00255652269225567,0.00294369886551236,0.868472900610605,FALSE,"Lepr","ENSMUSG00000057722"
"PDE4B","Pde4b",3.49985214391326,16.661302225771,14.0768196226155,1.18359847411863,TRUE,"Pde4b","ENSMUSG00000028525"
"SGIP1","Sgip1",0.00956136027599803,0.0236664578128183,0.011667835639738,2.02835029079564,TRUE,"Sgip1","ENSMUSG00000028524"
"INSL5","Insl5",0.000887136520453425,0.000886436885973572,0.000960191836164921,0.92318727631977,FALSE,"Insl5","ENSMUSG00000066090"
"MIER1","Mier1",0.78324297683588,1.89120182433588,1.6557988741411,1.1421688067741,TRUE,"Mier1","ENSMUSG00000028522"
"SLC35D1","Slc35d1",0.141350418925579,0.269647426977596,0.199284549705216,1.35307743312998,TRUE,"Slc35d1","ENSMUSG00000028521"
"OMA1","Oma1",0.0953178905864958,0.126067389570471,0.126488568586271,0.996670220712381,FALSE,"Oma1","ENSMUSG00000035069"
"DAB1","Dab1",0.0249383932971907,0.0885933149148078,0.0309184637227379,2.86538541207191,TRUE,"Dab1","ENSMUSG00000028519"
"PLPP3","Plpp3",0.0706752094627895,0.18181445926806,0.0906460355510546,2.00576294553616,TRUE,"Plpp3","ENSMUSG00000028517"
"USP24","Usp24",0.372203055692459,0.516814004505629,0.637744315304007,0.810378065478016,FALSE,"Usp24","ENSMUSG00000028514"
"DHCR24","Dhcr24",0.0326269098077871,0.0366916889642767,0.0404527762906214,0.90702523605984,FALSE,"Dhcr24","ENSMUSG00000034926"
"PARS2","Pars2",0.00177427304090685,0.00177129959436748,0.00199314373017622,0.888696368229736,FALSE,"Pars2","ENSMUSG00000043572"
"TTC4","Ttc4",0.0388368654509611,0.0412754608647797,0.0481738810899502,0.856801651245613,FALSE,"Ttc4","ENSMUSG00000025413"
"ACOT11","Acot11",0.0905864958107442,0.122806684774244,0.119475947166892,1.02787789246566,TRUE,"Acot11","ENSMUSG00000034853"
"SSBP3","Ssbp3",0.489502217841301,0.745182569617504,0.900005513700285,0.827975560453835,FALSE,"Ssbp3","ENSMUSG00000061887"
"MRPL37","Mrpl37",0.0355840315426318,0.03767292632227,0.0441560501357244,0.853176998542072,FALSE,"Mrpl37","ENSMUSG00000028622"
"CYB5RL","Cyb5rl",0.0055199605717102,0.00568719264668614,0.00664205287265785,0.856240194970081,FALSE,"Cyb5rl","ENSMUSG00000028621"
"TCEANC2","Tceanc2",0.0413011335633317,0.0492601365375554,0.0512413564574551,0.961335529406911,FALSE,"Tceanc2","ENSMUSG00000028619"
"TMEM59","Tmem59",0.251848201084278,0.289188470645669,0.397012020384354,0.728412379972009,FALSE,"Tmem59","ENSMUSG00000028618"
"LDLRAD1","Ldlrad1",0.00108427796944308,0.00108320908343219,0.00118642178975629,0.913005048276041,FALSE,"Ldlrad1","ENSMUSG00000070877"
"LRRC42","Lrrc42",0.0137999014292755,0.015385253726331,0.0170219530269905,0.903847737209458,FALSE,"Lrrc42","ENSMUSG00000028617"
"HSPB11","Hspb11",0.013504189255791,0.0156890699992071,0.0166446846350594,0.942587399112419,FALSE,"Hspb11","ENSMUSG00000063172"
"DIO1","Dio1",0.00019714144898965,0.000197122014698543,0.000197981570461901,0.995658405166944,FALSE,"Dio1","ENSMUSG00000034785"
"YIPF1","Yipf1",0.0764908822079842,0.0966722274651619,0.0989200003252968,0.977276861577618,FALSE,"Yipf1","ENSMUSG00000057375"
"NDC1","Ndc1",0.021981271562346,0.0272178801697159,0.027270805379535,0.998059272211337,FALSE,"Ndc1","ENSMUSG00000028614"
"GLIS1","Glis1",0.00413997042878265,0.0127983163684928,0.00490939035048459,1.9820219403512,TRUE,"Glis1","ENSMUSG00000034762"
"4933424M12RIK","4933424M12Rik",0.0277969443075407,0.0299843515088007,0.0344792066508759,0.869635772435583,FALSE,"4933424M12Rik","ENSMUSG00000087289"
"LRP8","Lrp8",0.119664859536718,0.456499099026265,0.163945745735201,2.78445224045996,TRUE,"Lrp8","ENSMUSG00000028613"
"MAGOH","Magoh",0.0730409068506653,0.0783592949550129,0.0939933307596163,0.833668669061355,FALSE,"Magoh","ENSMUSG00000028609"
"CPT2","Cpt2",0.0182355840315426,0.0200735821129895,0.022600846279784,0.888178339186563,FALSE,"Cpt2","ENSMUSG00000028607"
"SCP2","Scp2",0.17161163134549,0.295566260826847,0.251154452922263,1.17683066092533,TRUE,"Scp2","ENSMUSG00000028603"
"ECHDC2","Echdc2",0.0043371118777723,0.00569885322135036,0.00515673360249568,1.10512849036691,TRUE,"Echdc2","ENSMUSG00000028601"
"ZYG11B","Zyg11b",0.229669788072942,0.390661415002964,0.355547345297097,1.09876060156354,TRUE,"Zyg11b","ENSMUSG00000034636"
"COA7","Coa7",0.0146870379497289,0.0166415251720712,0.0181509398211817,0.91684096449105,FALSE,"Coa7","ENSMUSG00000048351"
"GPX7","Gpx7",0.00216855593888615,0.00236122750092119,0.00246458224339629,0.958063991269906,FALSE,"Gpx7","ENSMUSG00000028597"
"PRPF38A","Prpf38a",0.153474618038443,0.171731074498631,0.219611977568245,0.781974992439858,FALSE,"Prpf38a","ENSMUSG00000063800"
"ORC1","Orc1",0.0417939871858058,0.0676537213557983,0.0518622727257944,1.30448817223063,TRUE,"Orc1","ENSMUSG00000028587"
"CC2D1B","Cc2d1b",0.0695909314933465,0.0750067825675967,0.0891210202747033,0.841628409733183,FALSE,"Cc2d1b","ENSMUSG00000028582"
"GM17354","Gm17354",0.0015771315919172,0.00177196036026512,0.00175971299763527,1.00695986370863,TRUE,"Gm17354","ENSMUSG00000091985"
"ZFYVE9","Zfyve9",0.0153770330211927,0.0259859210221504,0.019023126963109,1.36601732578163,TRUE,"Zfyve9","ENSMUSG00000034557"
"BTF3L4","Btf3l4",0.0376540167570232,0.0445205210566656,0.0467139137301188,0.95304626612694,FALSE,"Btf3l4","ENSMUSG00000028568"
"TXNDC12","Txndc12",0.0617052735337605,0.0663813583170212,0.0781601967697194,0.849298761524334,FALSE,"Txndc12","ENSMUSG00000028567"
"KTI12","Kti12",0.0116313454903894,0.0116943514621583,0.0142652135183874,0.819781032165044,FALSE,"Kti12","ENSMUSG00000073775"
"RAB3B","Rab3b",0.000689995071463775,0.000886747834631285,0.000734170291442783,1.20782309631279,TRUE,"Rab3b","ENSMUSG00000003411"
"NRD1","Nrd1",0.663578117299162,1.12231783461569,1.33169759511104,0.842772292099975,FALSE,"Nrd1","ENSMUSG00000053510"
"OSBPL9","Osbpl9",1.25007392804337,4.58936932615884,3.12804781671181,1.46716725417047,TRUE,"Osbpl9","ENSMUSG00000028559"
"EPS15","Eps15",0.622178413011336,1.06672021461671,1.22463702240677,0.871050111256965,FALSE,"Eps15","ENSMUSG00000028552"
"TTC39A","Ttc39a",0.0220798422868408,0.031058173829628,0.0273924304644381,1.13382322426442,TRUE,"Ttc39a","ENSMUSG00000028555"
"RNF11","Rnf11",0.212419911286348,0.290736897789618,0.323997012966031,0.897344377122713,FALSE,"Rnf11","ENSMUSG00000028557"
"CDKN2C","Cdkn2c",0.00542138984721538,0.00618117345804448,0.00651809312847554,0.948310086433229,FALSE,"Cdkn2c","ENSMUSG00000028551"
"FAF1","Faf1",0.65618531296205,1.08662996565569,1.31238847369828,0.827978900632671,FALSE,"Faf1","ENSMUSG00000010517"
"DMRTA2","Dmrta2",0.0003942828979793,0.000394166292232658,0.000406061054710227,0.970706960592276,FALSE,"Dmrta2","ENSMUSG00000047143"
"BEND5","Bend5",0.00739280433711188,0.0077331959458514,0.00896917238926277,0.862197269740184,FALSE,"Bend5","ENSMUSG00000028545"
"SPATA6","Spata6",0.378708723509118,0.664333703103127,0.651658171230045,1.01945119762578,TRUE,"Spata6","ENSMUSG00000034401"
"SKINT3","Skint3",0.00206998521439133,0.00344603019622415,0.00234614148348629,1.46880749540452,TRUE,"Skint3","ENSMUSG00000070868"
"CMPK1","Cmpk1",0.117299162148842,0.140222200023942,0.160184789140732,0.87537774826264,FALSE,"Cmpk1","ENSMUSG00000028719"
"STIL","Stil",0.0272055199605717,0.0593938561209466,0.0337463232758241,1.76000969455231,TRUE,"Stil","ENSMUSG00000028718"
"PDZK1IP1","Pdzk1ip1",0.00019714144898965,0.000197122014698543,0.000197981570461901,0.995658405166944,FALSE,"Pdzk1ip1","ENSMUSG00000028716"
"EFCAB14","Efcab14",0.220305569245934,0.300336854567761,0.338348303159079,0.887655861618276,FALSE,"Efcab14","ENSMUSG00000034210"
"ATPAF1","Atpaf1",0.0413011335633317,0.0496544583041169,0.0512413564574551,0.969030910517458,FALSE,"Atpaf1","ENSMUSG00000028710"
"MOB3C","Mob3c",0.0264169541646131,0.0269045993970704,0.0327643774256618,0.821153994398751,FALSE,"Mob3c","ENSMUSG00000028709"
"MKNK1","Mknk1",0.0419911286347955,0.0459495050474743,0.0521115492069906,0.881752811933484,FALSE,"Mknk1","ENSMUSG00000028708"
"FAAH","Faah",0.113849186791523,0.155708220549663,0.154745704813181,1.00621998353779,TRUE,"Faah","ENSMUSG00000034171"
"NSUN4","Nsun4",0.175554460325283,0.210206773083669,0.258125018185677,0.814360322611012,FALSE,"Nsun4","ENSMUSG00000028706"
"UQCRH","Uqcrh",0.407787087235091,0.492703550878186,0.714830488125024,0.689259284631982,FALSE,"Uqcrh","ENSMUSG00000063882"
"LRRC41","Lrrc41",0.106554953178906,0.119658329614906,0.143442747366532,0.834188774348767,FALSE,"Lrrc41","ENSMUSG00000028703"
"RAD54L","Rad54l",0.0127156234598324,0.0155125872016642,0.015639054056146,0.991913394887712,FALSE,"Rad54l","ENSMUSG00000028702"
"POMGNT1","Pomgnt1",0.0262198127156235,0.0298723905577331,0.032517823034893,0.918646691867373,FALSE,"Pomgnt1","ENSMUSG00000028700"
"LURAP1","Lurap1",0.000689995071463775,0.000689586951350528,0.000734170291442783,0.939273843395869,FALSE,"Lurap1","ENSMUSG00000028701"
"PIK3R3","Pik3r3",0.0264169541646131,0.0507610662740421,0.0327643774256618,1.54927608159845,TRUE,"Pik3r3","ENSMUSG00000028698"
"MAST2","Mast2",0.228684080827994,0.381058057223889,0.35372864482574,1.0772609535527,TRUE,"Mast2","ENSMUSG00000003810"
"IPP","Ipp",0.021981271562346,0.0256405931034698,0.027270805379535,0.940221337310092,FALSE,"Ipp","ENSMUSG00000028696"
"TMEM69","Tmem69",0.0070970921636274,0.00763890076540013,0.00860573066537277,0.887652781899982,FALSE,"Tmem69","ENSMUSG00000055900"
"GPBP1L1","Gpbp1l1",0.507540660423854,0.640937809491107,0.942402283618214,0.680110628584544,FALSE,"Gpbp1l1","ENSMUSG00000034042"
"CCDC17","Ccdc17",0.007885657959586,0.00802140648296857,0.00957604096412667,0.837653735298124,FALSE,"Ccdc17","ENSMUSG00000034035"
"NASP","Nasp",0.245441103992114,0.348270076011389,0.384923399260659,0.904777617261905,FALSE,"Nasp","ENSMUSG00000028693"
"AKR1A1","Akr1a1",0.191917200591424,0.245794283364408,0.287205375715831,0.855813658612039,FALSE,"Akr1a1","ENSMUSG00000028692"
"PRDX1","Prdx1",0.18038442582553,0.226921973653316,0.266693631060837,0.850871364084254,FALSE,"Prdx1","ENSMUSG00000028691"
"MMACHC","Mmachc",0.00226712666338098,0.0022622097877309,0.00258356166990391,0.875616717062936,FALSE,"Mmachc","ENSMUSG00000028690"
"CCDC163","Ccdc163",0.0221784130113356,0.0232659559416848,0.0275140011139168,0.845604237833539,FALSE,"Ccdc163","ENSMUSG00000028689"
"TESK2","Tesk2",0.0404139970428783,0.0628381566652621,0.0501309375372169,1.25348058010309,TRUE,"Tesk2","ENSMUSG00000033985"
"TOE1","Toe1",0.0290783637259734,0.0296157218750826,0.0360609010911235,0.821269601673169,FALSE,"Toe1","ENSMUSG00000028688"
"MUTYH","Mutyh",0.0043371118777723,0.00431872703838506,0.00515673360249568,0.837492756324457,FALSE,"Mutyh","ENSMUSG00000028687"
"UROD","Urod",0.0130113356333169,0.0132376285189671,0.0160158979855688,0.826530521791217,FALSE,"Urod","ENSMUSG00000028684"
"HECTD3","Hectd3",0.0169541646131099,0.0180484901110554,0.0210005494927226,0.859429421944872,FALSE,"Hectd3","ENSMUSG00000046861"
"EIF2B3","Eif2b3",0.0412025628388369,0.0495640111133052,0.0511175405600337,0.969608681683261,FALSE,"Eif2b3","ENSMUSG00000028683"
"BTBD19","Btbd19",0.00266140956136028,0.00265458812518171,0.0030644618884082,0.866249352038968,FALSE,"Btbd19","ENSMUSG00000073771"
"PLK3","Plk3",0.103597831444061,0.119688355594664,0.138932729219069,0.861484232458572,FALSE,"Plk3","ENSMUSG00000028680"
"RPS8","Rps8",2.42000985707245,4.41594420337264,8.08665014999643,0.546078304546798,FALSE,"Rps8","ENSMUSG00000047675"
"KIF2C","Kif2c",0.00453425332676195,0.00628858678499299,0.00540351576669439,1.16379539849849,TRUE,"Kif2c","ENSMUSG00000028678"
"TMEM53","Tmem53",0.00098570724494825,0.000984832701848434,0.00107312871080316,0.91772095176855,FALSE,"Tmem53","ENSMUSG00000048772"
"RNF220","Rnf220",0.283390832922622,0.881531087869443,0.457653063057233,1.92619947079693,TRUE,"Rnf220","ENSMUSG00000028677"
"ERI3","Eri3",0.200492853622474,0.252976886408904,0.302506699237347,0.836268707591198,FALSE,"Eri3","ENSMUSG00000033423"
"DMAP1","Dmap1",0.0202069985214391,0.0215750754439181,0.0250653148902604,0.860754215072779,FALSE,"Dmap1","ENSMUSG00000009640"
"GM12840","Gm12840",0.0299655002464268,0.0430688572481356,0.0371542923174536,1.159189276979,TRUE,"Gm12840","ENSMUSG00000086320"
"SLC6A9","Slc6a9",0.00108427796944308,0.00108320908343219,0.00118642178975629,0.913005048276041,FALSE,"Slc6a9","ENSMUSG00000028542"
"CCDC24","Ccdc24",0.000295712173484475,0.000295653870611154,0.0003007916145108,0.982919258211364,FALSE,"Ccdc24","ENSMUSG00000078588"
"B4GALT2","B4galt2",0.000689995071463775,0.000886747834631285,0.000734170291442783,1.20782309631279,TRUE,"B4galt2","ENSMUSG00000028541"
"ATP6V0B","Atp6v0b",0.285263676688024,0.426700208957501,0.461297149221325,0.925000749902225,FALSE,"Atp6v0b","ENSMUSG00000033379"
"DPH2","Dph2",0.0035485460818137,0.00373346336169703,0.00416302228803326,0.896815607360305,FALSE,"Dph2","ENSMUSG00000028540"
"IPO13","Ipo13",0.0146870379497289,0.0154585598723867,0.0181509398211817,0.851667187742364,FALSE,"Ipo13","ENSMUSG00000033365"
"ST3GAL3","St3gal3",0.603252833908329,1.25750124768155,1.17656379822412,1.0687913818014,TRUE,"St3gal3","ENSMUSG00000028538"
"KDM4A","Kdm4a",0.0980778708723509,0.115478363415025,0.130609488758123,0.884149876957863,FALSE,"Kdm4a","ENSMUSG00000033326"
"PTPRF","Ptprf",0.043962543124692,0.0595812998586743,0.0546327802045372,1.090577847871,TRUE,"Ptprf","ENSMUSG00000033295"
"SZT2","Szt2",0.0679152291769344,0.0725755527501076,0.086776211901817,0.836353087551509,FALSE,"Szt2","ENSMUSG00000033253"
"MED8","Med8",0.0596352883193692,0.0629850799060319,0.0753172600352273,0.83626355866599,FALSE,"Med8","ENSMUSG00000006392"
"ELOVL1","Elovl1",0.0836865450961065,0.0865487108846031,0.109341721805185,0.791543332734489,FALSE,"Elovl1","ENSMUSG00000006390"
"CDC20","Cdc20",0.0152784622966979,0.0225386275970044,0.0188989644362552,1.19258532249349,TRUE,"Cdc20","ENSMUSG00000006398"
"EBNA1BP2","Ebna1bp2",0.0384425825529818,0.039728646766989,0.0476868256963933,0.833115775412024,FALSE,"Ebna1bp2","ENSMUSG00000028729"
"SLC2A1","Slc2a1",0.109314933464761,0.14922808939152,0.147688168102539,1.01042684264261,TRUE,"Slc2a1","ENSMUSG00000028645"
