"","Symbol","vst.mean","vst.variance","vst.variance.expected","vst.variance.standardized","vst.variable","symbol.unique","prev.names"
"ACSL1","Acsl1",0.135731887629374,0.225758792461985,0.190014538353741,1.18811325921649,TRUE,"Acsl1","ENSMUSG00000018796"
"CENPU","Cenpu",0.00561853129620503,0.00637615770072124,0.00676598893660739,0.942383701844831,FALSE,"Cenpu","ENSMUSG00000031629"
"PRIMPOL","Primpol",0.0608181370133071,0.0732921144975148,0.0769394103292388,0.952595219847447,FALSE,"Primpol","ENSMUSG00000038225"
"CASP3","Casp3",0.131296205027107,0.241434686011816,0.182741815332911,1.3211792034132,TRUE,"Casp3","ENSMUSG00000031628"
"IRF2","Irf2",0.4647609659931,0.748979894059779,0.842748901015709,0.888734346799005,FALSE,"Irf2","ENSMUSG00000031627"
"GM45479","Gm45479",0.000887136520453425,0.00108359776925433,0.000960191836164921,1.12852216446903,TRUE,"Gm45479","ENSMUSG00000109751"
"STOX2","Stox2",0.0334154756037457,0.0851411823511761,0.0414415750608642,2.05448712376717,TRUE,"Stox2","ENSMUSG00000038143"
"TRAPPC11","Trappc11",0.105667816658452,0.133352139249029,0.142085686643997,0.938533235815291,FALSE,"Trappc11","ENSMUSG00000038102"
"RWDD4A","Rwdd4a",0.0531296205027107,0.0609585108979738,0.0665474818573688,0.916015290084541,FALSE,"Rwdd4a","ENSMUSG00000031568"
"ING2","Ing2",0.0703794972893051,0.0780509699265996,0.0902295329316967,0.865026864160806,FALSE,"Ing2","ENSMUSG00000063049"
"CDKN2AIP","Cdkn2aip",0.0404139970428783,0.0431220683371865,0.0501309375372169,0.860188746822714,FALSE,"Cdkn2aip","ENSMUSG00000038069"
"E030037K01RIK","E030037K01Rik",0.000492853622474125,0.000492659279563055,0.000513366159989407,0.959664500623144,FALSE,"E030037K01Rik","ENSMUSG00000097706"
"WWC2","Wwc2",0.104977821586989,0.167310589512012,0.141032630559359,1.18632538334165,TRUE,"Wwc2","ENSMUSG00000031563"
"DCTD","Dctd",0.00778708723509118,0.0079243710674712,0.00945441500575877,0.838166196707504,FALSE,"Dctd","ENSMUSG00000031562"
"AGA","Aga",0.025924100542139,0.0272261397434363,0.0321471934106585,0.846921203840127,FALSE,"Aga","ENSMUSG00000031521"
"NEIL3","Neil3",0.0268112370625924,0.0747937049998988,0.033256138646323,2.24901952073647,TRUE,"Neil3","ENSMUSG00000039396"
"VEGFC","Vegfc",0.0141941843272548,0.0313442465947235,0.0175244518029051,1.78860069046653,TRUE,"Vegfc","ENSMUSG00000031520"
"SPCS3","Spcs3",0.171907343518975,0.194616876271978,0.251676291852683,0.773282516359927,FALSE,"Spcs3","ENSMUSG00000054408"
"ASB5","Asb5",0.0158698866436668,0.0191684688732621,0.0196426231685808,0.975860948344352,FALSE,"Asb5","ENSMUSG00000031519"
"HPGD","Hpgd",0.00167570231641203,0.00187022013610223,0.00187624085263416,0.996791074811382,FALSE,"Hpgd","ENSMUSG00000031613"
"CEP44","Cep44",0.05352390340069,0.0640710292245094,0.067070160439957,0.955283673159958,FALSE,"Cep44","ENSMUSG00000038215"
"FBXO8","Fbxo8",0.186890093642188,0.261204296377599,0.278262885476737,0.938696139551949,FALSE,"Fbxo8","ENSMUSG00000038206"
"SAP30","Sap30",0.0142927550517496,0.0148785045857153,0.0176499232570118,0.842978429371048,FALSE,"Sap30","ENSMUSG00000031609"
"HMGB2","Hmgb2",0.401872843765402,1.1613332428991,0.701865974880895,1.65463676038168,TRUE,"Hmgb2","ENSMUSG00000054717"
"GALNT7","Galnt7",0.50704780680138,1.36669421153525,0.941236593335683,1.45201984411998,TRUE,"Galnt7","ENSMUSG00000031608"
"MFAP3L","Mfap3l",0.000689995071463775,0.000689586951350528,0.000734170291442783,0.939273843395869,FALSE,"Mfap3l","ENSMUSG00000031647"
"HPF1","Hpf1",0.115130606209956,0.139543321366993,0.15675930995528,0.89017565468235,FALSE,"Hpf1","ENSMUSG00000038005"
"CLCN3","Clcn3",4.209561360276,13.986442483049,18.6963840560756,0.748082754456723,FALSE,"Clcn3","ENSMUSG00000004319"
"B230317F23RIK","B230317F23Rik",0.00147856086742238,0.00147652026685614,0.00164394277658703,0.898157945571273,FALSE,"B230317F23Rik","ENSMUSG00000045746"
"NEK1","Nek1",0.389847215377033,0.806304639509437,0.675687261793922,1.1933104042375,TRUE,"Nek1","ENSMUSG00000031644"
"SH3RF1","Sh3rf1",0.115032035485461,0.261115695444447,0.156604132755899,1.66736146006726,TRUE,"Sh3rf1","ENSMUSG00000031642"
"CBR4","Cbr4",0.0110399211434204,0.0117077611230222,0.0135223093680933,0.865810772725503,FALSE,"Cbr4","ENSMUSG00000031641"
"PALLD","Palld",1.32498767865944,12.7002677073596,3.39360183228579,3.74241538489669,TRUE,"Palld","ENSMUSG00000058056"
"DDX60","Ddx60",0.31276490882208,0.754790708232204,0.515450014074265,1.46433347099189,TRUE,"Ddx60","ENSMUSG00000037921"
"CPE","Cpe",0.171118777723016,0.486291187093141,0.250285102974439,1.94294898623194,TRUE,"Cpe","ENSMUSG00000037852"
"MSMO1","Msmo1",0.139083292262198,0.331501722655565,0.195537386244846,1.69533677943548,TRUE,"Msmo1","ENSMUSG00000031604"
"KLHL2","Klhl2",0.215278462296698,0.309920331067041,0.32918579615028,0.941475405960582,FALSE,"Klhl2","ENSMUSG00000031605"
"TMEM192","Tmem192",0.0621981271562346,0.0782485194957039,0.0788398099449996,0.992500103060773,FALSE,"Tmem192","ENSMUSG00000025521"
"TMA16","Tma16",0.0234598324297684,0.0250804968337654,0.0290920786610186,0.862107418517722,FALSE,"Tma16","ENSMUSG00000025591"
"NPY1R","Npy1r",0.00689995071463775,0.0109933954505102,0.00836319279649974,1.31449743154448,TRUE,"Npy1r","ENSMUSG00000036437"
"NAF1","Naf1",0.0679152291769344,0.104318454958309,0.086776211901817,1.2021549762548,TRUE,"Naf1","ENSMUSG00000014907"
"NAT2","Nat2",0.0094627895515032,0.00957133006733592,0.0115443457709648,0.829092462858203,FALSE,"Nat2","ENSMUSG00000051147"
"PSD3","Psd3",0.217742730409068,0.449921757544016,0.333671196379871,1.34839855050536,TRUE,"Psd3","ENSMUSG00000030465"
"GM15991","Gm15991",0.00098570724494825,0.000984832701848434,0.00107312871080316,0.91772095176855,FALSE,"Gm15991","ENSMUSG00000087266"
"SH2D4A","Sh2d4a",0.087333661902415,0.301323183710021,0.114685426420671,2.62738861522612,TRUE,"Sh2d4a","ENSMUSG00000053886"
"CSGALNACT1","Csgalnact1",0.0067028092656481,0.0121790426823675,0.008120141344408,1.49985599582632,TRUE,"Csgalnact1","ENSMUSG00000036356"
"INTS10","Ints10",0.0342040413997043,0.0383607253188391,0.0424346909577891,0.9039944548435,FALSE,"Ints10","ENSMUSG00000031864"
"LPL","Lpl",0.00956136027599803,0.0185402748475186,0.011667835639738,1.58900720064779,TRUE,"Lpl","ENSMUSG00000015568"
"SLC18A1","Slc18a1",0.00384425825529818,0.0046185009787109,0.00453629890090146,1.01812095710737,TRUE,"Slc18a1","ENSMUSG00000036330"
"ATP6V1B2","Atp6v1b2",0.175850172498768,0.338158841902823,0.258648810614696,1.30740536211696,TRUE,"Atp6v1b2","ENSMUSG00000006273"
"LZTS1","Lzts1",0.0100542138984722,0.0144888081804373,0.0122855623888481,1.17933617703892,TRUE,"Lzts1","ENSMUSG00000036306"
"ZFP930","Zfp930",0.0122227698373583,0.0130603683497799,0.0150125936841571,0.869960822530131,FALSE,"Zfp930","ENSMUSG00000059897"
"D130040H23RIK","D130040H23Rik",0.209462789551503,0.335162812717183,0.318645166186017,1.05183711627847,TRUE,"D130040H23Rik","ENSMUSG00000079038"
"ZFP868","Zfp868",0.0531296205027107,0.0621414761976583,0.0665474818573688,0.933791549481101,FALSE,"Zfp868","ENSMUSG00000060427"
"ZFP964","Zfp964",0.0007885657959586,0.000788021635807604,0.000846773021731865,0.930617314892602,FALSE,"Zfp964","ENSMUSG00000091764"
"ZFP869","Zfp869",0.196648595367176,0.213987189692676,0.295632565995811,0.723828205366609,FALSE,"Zfp869","ENSMUSG00000054648"
"ZFP963","Zfp963",0.0229669788072942,0.0244133176200612,0.028485303190718,0.857049597001175,FALSE,"Zfp963","ENSMUSG00000092260"
"ZFP866","Zfp866",0.0436668309512075,0.0484676255805021,0.0542527980927704,0.893366375272008,FALSE,"Zfp866","ENSMUSG00000043090"
"ATP13A1","Atp13a1",0.0882207984228684,0.091289667331579,0.115989860999574,0.787048682918182,FALSE,"Atp13a1","ENSMUSG00000031862"
"GMIP","Gmip",0.18038442582553,0.215880964189594,0.266693631060837,0.809471764776975,FALSE,"Gmip","ENSMUSG00000036246"
"LPAR2","Lpar2",0.00502710694923608,0.00539664999463613,0.00602226268837106,0.896116671406086,FALSE,"Lpar2","ENSMUSG00000031861"
"PBX4","Pbx4",0.00611138491867915,0.00646895644075729,0.00738492595401399,0.875967678083646,FALSE,"Pbx4","ENSMUSG00000031860"
"CILP2","Cilp2",0.0047313947757516,0.00510379466194439,0.00565077282871518,0.903202945269496,FALSE,"Cilp2","ENSMUSG00000044006"
"YJEFN3","Yjefn3",0.0074913750616067,0.00763314821523243,0.00909035189755281,0.839697769817617,FALSE,"Yjefn3","ENSMUSG00000048967"
"NDUFA13","Ndufa13",0.242582552981764,0.271490963832008,0.379559417437852,0.715279219429331,FALSE,"Ndufa13","ENSMUSG00000036199"
"TSSK6","Tssk6",0.0127156234598324,0.0137381392521373,0.015639054056146,0.878450781154404,FALSE,"Tssk6","ENSMUSG00000047654"
"GATAD2A","Gatad2a",0.856481025135535,1.48354065187275,1.86489769136196,0.795507795813369,FALSE,"Gatad2a","ENSMUSG00000036180"
"MAU2","Mau2",0.340266140956136,0.396431514335499,0.571026288367377,0.694243894565593,FALSE,"Mau2","ENSMUSG00000031858"
"SUGP1","Sugp1",0.10704780680138,0.120440268317595,0.144198222293459,0.835241006456288,FALSE,"Sugp1","ENSMUSG00000011306"
"TM6SF2","Tm6sf2",0.000887136520453425,0.000886436885973572,0.000960191836164921,0.92318727631977,FALSE,"Tm6sf2","ENSMUSG00000036151"
"RFXANK","Rfxank",0.0177427304090685,0.0190069310455804,0.0219855912794941,0.86451761992447,FALSE,"Rfxank","ENSMUSG00000036120"
"NR2C2AP","Nr2c2ap",0.0230655495317891,0.0247045210380089,0.0286066430549114,0.863593850931324,FALSE,"Nr2c2ap","ENSMUSG00000071078"
"BORCS8","Borcs8",0.0194184327254805,0.0206205213676145,0.0240782641392567,0.856395679038804,FALSE,"Borcs8","ENSMUSG00000002345"
"MEF2B","Mef2b",0.0123213405618531,0.0123678856890544,0.0151376739461253,0.817026825460208,FALSE,"Mef2b","ENSMUSG00000079033"
"TMEM161A","Tmem161a",0.0334154756037457,0.0342736744647407,0.0414415750608642,0.827035999823937,FALSE,"Tmem161a","ENSMUSG00000002342"
"SLC25A42","Slc25a42",0.0374568753080335,0.0638570965480034,0.0464707782980014,1.37413443214809,TRUE,"Slc25a42","ENSMUSG00000002346"
"ARMC6","Armc6",0.0047313947757516,0.00530095554522515,0.00565077282871518,0.938093904304136,FALSE,"Armc6","ENSMUSG00000002343"
"SUGP2","Sugp2",0.0672252341054707,0.0763162845366785,0.0858146115204138,0.889315737548076,FALSE,"Sugp2","ENSMUSG00000036054"
"HOMER3","Homer3",0.0105470675209463,0.0110283383059206,0.0129037293781097,0.854662863949199,FALSE,"Homer3","ENSMUSG00000003573"
"DDX49","Ddx49",0.0631838344011828,0.0684640341235061,0.0802017483287491,0.853647651705429,FALSE,"Ddx49","ENSMUSG00000057788"
"COPE","Cope",0.0983735830458354,0.104477835579677,0.131052512979475,0.797221153600004,FALSE,"Cope","ENSMUSG00000055681"
"UPF1","Upf1",0.109610645638245,0.114561609034924,0.148145214314623,0.773306175058912,FALSE,"Upf1","ENSMUSG00000058301"
"COMP","Comp",0.0011828486939379,0.00177304868056711,0.00130041258234366,1.36345088062102,TRUE,"Comp","ENSMUSG00000031849"
"CRTC1","Crtc1",0.02819122720552,0.0313424003370684,0.0349665635618553,0.896353462976833,FALSE,"Crtc1","ENSMUSG00000003575"
"KLHL26","Klhl26",0.0288812222769837,0.0308101145379381,0.0358178866922205,0.86018795030221,FALSE,"Klhl26","ENSMUSG00000055707"
"TMEM59L","Tmem59l",0.000295712173484475,0.000295653870611154,0.0003007916145108,0.982919258211364,FALSE,"Tmem59l","ENSMUSG00000035964"
"REX1BD","Rex1bd",0.0291769344504682,0.0310886856666664,0.0361823892532148,0.859221469569033,FALSE,"Rex1bd","ENSMUSG00000058833"
"UBA52","Uba52",0.147856086742238,0.152426643324786,0.210102705579041,0.725486342047348,FALSE,"Uba52","ENSMUSG00000090137"
"KXD1","Kxd1",0.0438639724001971,0.0460844373306299,0.0545061123283993,0.845491181850788,FALSE,"Kxd1","ENSMUSG00000055553"
"FKBP8","Fkbp8",0.108033514046328,0.114904896353037,0.145712571344841,0.788572291961726,FALSE,"Fkbp8","ENSMUSG00000019428"
"ELL","Ell",0.116017742730409,0.125832720505353,0.158157991848991,0.795614050445816,FALSE,"Ell","ENSMUSG00000070002"
"ISYNA1","Isyna1",0.0273040906850665,0.0291242869558594,0.0338686534818089,0.859918655210263,FALSE,"Isyna1","ENSMUSG00000019139"
"SSBP4","Ssbp4",0.0550024642681124,0.0576999827423491,0.0690411088872954,0.835733719696497,FALSE,"Ssbp4","ENSMUSG00000070003"
"LRRC25","Lrrc25",0.0128141941843273,0.0140313638363601,0.0157646093271916,0.890054649953055,FALSE,"Lrrc25","ENSMUSG00000049988"
"PGPEP1","Pgpep1",0.0116313454903894,0.0118915123454391,0.0142652135183874,0.833602128009605,FALSE,"Pgpep1","ENSMUSG00000056204"
"LSM4","Lsm4",0.0521439132577624,0.055738946163904,0.065245669608618,0.854293418984878,FALSE,"Lsm4","ENSMUSG00000031848"
"JUND","Jund",0.931394775751602,1.33519822199557,2.08724288854475,0.639694704111087,FALSE,"Jund","ENSMUSG00000071076"
"GM11175","Gm11175",0.0015771315919172,0.00157479947698436,0.00175971299763527,0.894918364017655,FALSE,"Gm11175","ENSMUSG00000080058"
"GM3336","Gm3336",0.00571710202069985,0.00962819480311508,0.00688988982867715,1.39743813653457,TRUE,"Gm3336","ENSMUSG00000095026"
"PDE4C","Pde4c",0.00818137013307048,0.0244795885527361,0.00994211995605353,2.46221013837507,TRUE,"Pde4c","ENSMUSG00000031842"
"RAB3A","Rab3a",0.00177427304090685,0.00196846047764823,0.00199314373017622,0.987615919437077,FALSE,"Rab3a","ENSMUSG00000031840"
"MPV17L2","Mpv17l2",0.0196155741744702,0.0208099862716167,0.0243248100316736,0.855504575144465,FALSE,"Mpv17l2","ENSMUSG00000035559"
"PIK3R2","Pik3r2",0.0153770330211927,0.0155363942082703,0.019023126963109,0.816710850871134,FALSE,"Pik3r2","ENSMUSG00000031834"
"2010320M18RIK","2010320M18Rik",0.00187284376540168,0.00186952050162237,0.00211042563732743,0.885849976685209,FALSE,"2010320M18Rik","ENSMUSG00000100691"
"MAST3","Mast3",0.048989650073928,0.0515232791712602,0.0611206911067934,0.842976056688159,FALSE,"Mast3","ENSMUSG00000031833"
"IL12RB1","Il12rb1",0.0789551503203549,0.0906700438282139,0.102468603788017,0.884856829080919,FALSE,"Il12rb1","ENSMUSG00000000791"
"ARRDC2","Arrdc2",0.0074913750616067,0.00802746998179395,0.00909035189755281,0.883075822835308,FALSE,"Arrdc2","ENSMUSG00000002910"
"KCNN1","Kcnn1",0.0035485460818137,0.00452210689482006,0.00416302228803326,1.08625574929517,TRUE,"Kcnn1","ENSMUSG00000002908"
"CCDC124","Ccdc124",0.0218827008378512,0.0223917626591086,0.0271491199130243,0.824769374876368,FALSE,"Ccdc124","ENSMUSG00000007721"
"SLC5A5","Slc5a5",0.0003942828979793,0.000394166292232658,0.000406061054710227,0.970706960592276,FALSE,"Slc5a5","ENSMUSG00000000792"
"RPL18A","Rpl18a",1.38541153277477,2.02750797583298,3.61327010385588,0.561128262642019,FALSE,"Rpl18a","ENSMUSG00000045128"
"MAP1S","Map1s",0.0251355347461804,0.0276607293611716,0.0311632856819493,0.887606321216426,FALSE,"Map1s","ENSMUSG00000019261"
"HAUS8","Haus8",0.0364711680630853,0.0444110476948602,0.0452542655731989,0.981367107218317,FALSE,"Haus8","ENSMUSG00000035439"
"MYO9B","Myo9b",0.416165598817151,0.588027291186311,0.733298108298518,0.801893915355529,FALSE,"Myo9b","ENSMUSG00000004677"
"USE1","Use1",0.154460325283391,0.166695649672801,0.221295816055829,0.753270679237537,FALSE,"Use1","ENSMUSG00000002395"
"OCEL1","Ocel1",0.0189255791030064,0.0203436798907949,0.0234623751549122,0.867076745490346,FALSE,"Ocel1","ENSMUSG00000002396"
"NR2F6","Nr2f6",0.0437654016757023,0.0450086910149832,0.0543794518947264,0.827678276384902,FALSE,"Nr2f6","ENSMUSG00000002393"
"USHBP1","Ushbp1",0.00019714144898965,0.000197122014698543,0.000197981570461901,0.995658405166944,FALSE,"Ushbp1","ENSMUSG00000034911"
"BABAM1","Babam1",0.0602267126663381,0.0652801142114421,0.0761274958991989,0.857510331061991,FALSE,"Babam1","ENSMUSG00000031820"
"ANKLE1","Ankle1",0.00098570724494825,0.000984832701848434,0.00107312871080316,0.91772095176855,FALSE,"Ankle1","ENSMUSG00000046295"
"ABHD8","Abhd8",0.0353868900936422,0.036306792828902,0.0439112837560446,0.826821484669177,FALSE,"Abhd8","ENSMUSG00000007950"
"MRPL34","Mrpl34",0.0148841793987186,0.0156498904683354,0.018400811404024,0.850500020065033,FALSE,"Mrpl34","ENSMUSG00000034880"
"DDA1","Dda1",0.0469196648595367,0.048665835915503,0.0584401646508774,0.832746386089655,FALSE,"Dda1","ENSMUSG00000074247"
"ANO8","Ano8",0.0146870379497289,0.0154585598723867,0.0181509398211817,0.851667187742364,FALSE,"Ano8","ENSMUSG00000034863"
"GTPBP3","Gtpbp3",0.00995564317397733,0.0100546608871676,0.0121619808866285,0.82672888412629,FALSE,"Gtpbp3","ENSMUSG00000007610"
"PLVAP","Plvap",0.00344997535731888,0.00422705548723322,0.0040390534529445,1.0465460624572,TRUE,"Plvap","ENSMUSG00000034845"
"BST2","Bst2",0.617052735337605,0.921258860093309,1.2115633263354,0.76038853278916,FALSE,"Bst2","ENSMUSG00000046718"
"MVB12A","Mvb12a",0.055791030064071,0.0587955714692167,0.070099285979382,0.838747080626624,FALSE,"Mvb12a","ENSMUSG00000031813"
"TMEM221","Tmem221",0.00177427304090685,0.00177129959436748,0.00199314373017622,0.888696368229736,FALSE,"Tmem221","ENSMUSG00000043664"
"SLC27A1","Slc27a1",0.023656973878758,0.0250712072426162,0.0293349166160691,0.854654116483243,FALSE,"Slc27a1","ENSMUSG00000031808"
"PGLS","Pgls",0.0845736816165599,0.0906383853680008,0.110638213991202,0.819232181163077,FALSE,"Pgls","ENSMUSG00000031807"
"COLGALT1","Colgalt1",0.220995564317398,0.36696844881707,0.339609690083506,1.08055941727354,TRUE,"Colgalt1","ENSMUSG00000034807"
"UNC13A","Unc13a",0.00285855101034993,0.00285066068816048,0.00330650694970398,0.862136608669666,FALSE,"Unc13a","ENSMUSG00000034799"
"JAK3","Jak3",0.113553474618038,0.121370898781548,0.154282181765149,0.786681244670888,FALSE,"Jak3","ENSMUSG00000031805"
"B3GNT3","B3gnt3",0.0027599802858551,0.00314695589037816,0.00318542631383386,0.987922990624949,FALSE,"B3gnt3","ENSMUSG00000031803"
"FCHO1","Fcho1",0.0443568260226713,0.0459423726626381,0.0551395422310527,0.833201923768691,FALSE,"Fcho1","ENSMUSG00000070000"
"GM35572","Gm35572",0.0011828486939379,0.00197020956384787,0.00130041258234366,1.51506498060567,TRUE,"Gm35572","ENSMUSG00000110462"
"ZFP709","Zfp709",0.0160670280926565,0.0179792068632588,0.0198899635124546,0.903933627228659,FALSE,"Zfp709","ENSMUSG00000056019"
"ZFP882","Zfp882",0.0051256776737309,0.00509990780372299,0.00614619331656157,0.829766904659628,FALSE,"Zfp882","ENSMUSG00000089857"
"ZFP617","Zfp617",0.0488910793494332,0.0557718872873307,0.0609926425826785,0.914403523535302,FALSE,"Zfp617","ENSMUSG00000066880"
"ZFP961","Zfp961",0.0261212419911286,0.0315534178699084,0.0323943626790567,0.974040396550477,FALSE,"Zfp961","ENSMUSG00000052446"
"CYP4F18","Cyp4f18",0.00128141941843273,0.00127990354372638,0.0014147155933766,0.904707313412402,FALSE,"Cyp4f18","ENSMUSG00000003484"
"TPM4","Tpm4",1.2,1.9082413249212,2.95479317895565,0.645812146349793,FALSE,"Tpm4","ENSMUSG00000031799"
"GM26586","Gm26586",0.025924100542139,0.0278176223932786,0.0321471934106585,0.865320404115139,FALSE,"Gm26586","ENSMUSG00000097472"
"RAB8A","Rab8a",0.2,0.22291009463723,0.301624012790691,0.739032985387363,FALSE,"Rab8a","ENSMUSG00000003037"
"HSH2D","Hsh2d",0.0224741251848201,0.0257172613818869,0.0278784451323729,0.922478325450929,FALSE,"Hsh2d","ENSMUSG00000062007"
"CIB3","Cib3",0.00177427304090685,0.00177129959436748,0.00199314373017622,0.888696368229736,FALSE,"Cib3","ENSMUSG00000074240"
"FAM32A","Fam32a",0.0996550024642681,0.115560803677901,0.132975844479698,0.869036057864974,FALSE,"Fam32a","ENSMUSG00000003039"
"AP1M1","Ap1m1",0.0537210448496796,0.0557691276179931,0.0673319364481915,0.828271553735954,FALSE,"Ap1m1","ENSMUSG00000003033"
"KLF2","Klf2",0.112962050271069,0.171386582254474,0.153356463465146,1.11756999595536,TRUE,"Klf2","ENSMUSG00000055148"
"EPS15L1","Eps15l1",0.22247412518482,0.263887608385049,0.342315785167689,0.770889394585693,FALSE,"Eps15l1","ENSMUSG00000006276"
"CALR3","Calr3",0.000689995071463775,0.000689586951350528,0.000734170291442783,0.939273843395869,FALSE,"Calr3","ENSMUSG00000019732"
"1700030K09RIK","1700030K09Rik",0.00847708230655495,0.00939185438896258,0.0103105457535385,0.910897891679431,FALSE,"1700030K09Rik","ENSMUSG00000052794"
"CHERP","Cherp",0.128437654016757,0.217236369954269,0.178081715772683,1.21986903041509,TRUE,"Cherp","ENSMUSG00000052488"
"SLC35E1","Slc35e1",0.0994578610152785,0.108502269147828,0.132679563794081,0.817776800323423,FALSE,"Slc35e1","ENSMUSG00000019731"
"GM17435","Gm17435",0.0260226712666338,0.0288968863156161,0.032270774535767,0.895450658724921,FALSE,"Gm17435","ENSMUSG00000097000"
"MED26","Med26",0.174075899457861,0.224032133434292,0.255508008347367,0.876810613034555,FALSE,"Med26","ENSMUSG00000045248"
"SMIM7","Smim7",0.0632824051256777,0.0644097689185047,0.0803381273507972,0.801733511129273,FALSE,"Smim7","ENSMUSG00000044600"
"TMEM38A","Tmem38a",0.00532281912272055,0.00568933041870792,0.00639412162699855,0.889775132628894,FALSE,"Tmem38a","ENSMUSG00000031791"
"SIN3B","Sin3b",0.138491867915229,0.151658017111505,0.194561251711196,0.779487260580676,FALSE,"Sin3b","ENSMUSG00000031622"
"LARGE1","Large1",4.55840315426318,71.9256354624504,21.1579946432851,3.39945428076181,TRUE,"Large1","ENSMUSG00000004383"
"HMGXB4","Hmgxb4",0.0814194184327255,0.103977480320838,0.106039214020676,0.980556874936498,FALSE,"Hmgxb4","ENSMUSG00000034518"
"TOM1","Tom1",0.0502710694923608,0.0621413401576198,0.0627896853917773,0.989674335360791,FALSE,"Tom1","ENSMUSG00000042870"
"HMOX1","Hmox1",0.00729423361261705,0.0147338551570057,0.0088480300523141,1.66521305532323,TRUE,"Hmox1","ENSMUSG00000005413"
"MCM5","Mcm5",0.0287826515524889,0.0340689536422195,0.0356963534246513,0.954409915122926,FALSE,"Mcm5","ENSMUSG00000005410"
"RASD2","Rasd2",0.00404139970428783,0.00441978535214158,0.00478521284516827,0.923634014859827,FALSE,"Rasd2","ENSMUSG00000034472"
"NR3C2","Nr3c2",0.0947264662395269,0.216479482052823,0.125608620175995,1.72344447180061,TRUE,"Nr3c2","ENSMUSG00000031618"
"ARHGAP10","Arhgap10",0.130113356333169,0.205663482811532,0.180810724256952,1.13745179472465,TRUE,"Arhgap10","ENSMUSG00000037148"
"0610038B21RIK","0610038B21Rik",0.000295712173484475,0.000295653870611154,0.0003007916145108,0.982919258211364,FALSE,"0610038B21Rik","ENSMUSG00000097882"
"PRMT9","Prmt9",0.0752094627895515,0.0914447141060297,0.0970841832838619,0.941911555651216,FALSE,"Prmt9","ENSMUSG00000037134"
"TMEM184C","Tmem184c",0.0478068013799901,0.0522292686643041,0.0595869122788439,0.876522489030673,FALSE,"Tmem184c","ENSMUSG00000031617"
"RBMXL1","Rbmxl1",0.0428782651552489,0.0443955002619739,0.0532404610915507,0.833867689192866,FALSE,"Rbmxl1","ENSMUSG00000037070"
"SLC10A7","Slc10a7",0.320059142434697,0.461136431833074,0.530039255707569,0.870004300374832,FALSE,"Slc10a7","ENSMUSG00000031684"
"LSM6","Lsm6",0.051848201084278,0.0554739596046602,0.0648564231189972,0.855334860247812,FALSE,"Lsm6","ENSMUSG00000031683"
"ZFP827","Zfp827",0.208871365204534,0.3501973163576,0.317576705405783,1.10271726608584,TRUE,"Zfp827","ENSMUSG00000071064"
"MMAA","Mmaa",0.024248398225727,0.0268173199957087,0.0300644076724884,0.891995621129399,FALSE,"Mmaa","ENSMUSG00000037022"
"SMAD1","Smad1",0.193198620009857,0.267481339193683,0.28948424205313,0.923992744118288,FALSE,"Smad1","ENSMUSG00000031681"
"OTUD4","Otud4",0.427106949236077,0.598614509952663,0.757593259099265,0.790152899016595,FALSE,"Otud4","ENSMUSG00000036990"
"ABCE1","Abce1",0.178413011335633,0.234727173647727,0.263193113461526,0.891843903362764,FALSE,"Abce1","ENSMUSG00000058355"
"ANAPC10","Anapc10",0.101429275505175,0.133539952238288,0.135648897234866,0.98445291454948,FALSE,"Anapc10","ENSMUSG00000036977"
"HHIP","Hhip",0.0603252833908329,0.163750091341168,0.076262701300814,2.14718451547192,TRUE,"Hhip","ENSMUSG00000064325"
"SMARCA5","Smarca5",1.4686052242484,3.06666509896709,3.92360667352845,0.781593404776581,FALSE,"Smarca5","ENSMUSG00000031715"
"GAB1","Gab1",0.0128141941843273,0.0294099127322592,0.0157646093271916,1.86556559200814,TRUE,"Gab1","ENSMUSG00000031714"
"USP38","Usp38",1.07520946278955,2.57015133871179,2.53820411038737,1.01258654817932,TRUE,"Usp38","ENSMUSG00000038250"
"GM9725","Gm9725",0.007885657959586,0.00861288913281085,0.00957604096412667,0.899420665082369,FALSE,"Gm9725","ENSMUSG00000037982"
"INPP4B","Inpp4b",0.161360275998029,0.440344363977846,0.233194066594781,1.8883171875167,TRUE,"Inpp4b","ENSMUSG00000037940"
"IL15","Il15",0.242779694430754,1.04229432301037,0.379928772802182,2.74339401915484,TRUE,"Il15","ENSMUSG00000031712"
"ZFP330","Zfp330",0.0864465253819616,0.0951485013052075,0.113382431204817,0.839182052229303,FALSE,"Zfp330","ENSMUSG00000031711"
"RNF150","Rnf150",0.326959093149335,0.763651093062276,0.543937390108301,1.40393197259382,TRUE,"Rnf150","ENSMUSG00000047747"
"TBC1D9","Tbc1d9",0.182158698866437,0.650766041452559,0.269846858909941,2.4116124385563,TRUE,"Tbc1d9","ENSMUSG00000031709"
"ELMOD2","Elmod2",0.0698866436668309,0.0965546500039649,0.0895363407340503,1.07838503575616,TRUE,"Elmod2","ENSMUSG00000035151"
"CLGN","Clgn",0.00059142434696895,0.000591132832602345,0.000623069852991807,0.948742472074184,FALSE,"Clgn","ENSMUSG00000002190"
"SCOC","Scoc",0.0305569245933958,0.0349494630694054,0.0378839198712306,0.922540834955843,FALSE,"Scoc","ENSMUSG00000063253"
