,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
244,6.03060731027457e-40,0.61646939325115,0.543,0.382,1.08665513123837e-35,0,ATP2B4
756,2.83840289013265e-29,0.616241872064218,0.356,0.191,5.11451816773003e-25,0,SCN3A
141,8.65632317362135e-49,0.615685965168476,0.483,0.307,1.55978287265483e-44,0,DACT3
136,1.05525043251566e-49,0.612199619667881,0.899,0.807,1.90145575434997e-45,0,H2-DMA
275,9.23864239695904e-38,0.610035152564574,0.97,0.908,1.66471097350805e-33,0,FABP5
381,2.42723361893845e-34,0.6095622233493,0.648,0.486,4.3736322579652e-30,0,RAB29
2736,6.67244017989595e-21,0.609125896818109,0.583,0.489,1.20230699601545e-16,0,GLA
266,2.95733303843991e-38,0.604296364532641,0.902,0.875,5.32881840196487e-34,0,MSN
1284,6.0921825748036e-26,0.599582231405875,0.819,0.734,1.09775037815386e-21,0,ANKRD33B
217,7.55627932210768e-42,0.592681934432418,0.886,0.794,1.36156597105058e-37,0,UVRAG
248,1.64766020163762e-39,0.585053596857828,0.648,0.53,2.96891891733083e-35,0,EHD1
7381,5.57340871012819e-90,2.80153356484124,0.735,0.191,1.004272515478e-85,1,2610528A11RIK
7374,1.0985812805953e-105,2.60528717153231,0.735,0.168,1.97953360950468e-101,1,ASPRV1
7365,1.39325926824716e-157,2.08965491055188,0.946,0.403,2.51051387545456e-153,1,AC149090.1
7434,5.06207197007322e-53,2.08070366058604,0.527,0.173,9.12134748287493e-49,1,CLU
7364,4.61810601170352e-161,2.01990900467208,0.977,0.551,8.32136522248858e-157,1,BST2
7366,1.1551633758088e-147,1.97576778755063,0.908,0.189,2.08148888686987e-143,1,MPEG1
7367,3.76128228790122e-142,1.9149740884935,0.704,0.038,6.77745455456921e-138,1,EPCAM
7377,2.25814829235179e-95,1.88129687353558,0.881,0.317,4.06895740798869e-91,1,TYROBP
7408,3.1700857641927e-61,1.87244033153893,0.819,0.329,5.71217753849883e-57,1,APOL7C
7395,5.9719272270466e-76,1.72906035403295,0.519,0.046,1.07608156704153e-71,1,FABP1
7484,5.21584686273628e-40,1.70310674890118,0.608,0.243,9.3984344619645e-36,1,H2-M2
7363,2.70261387951651e-161,1.67970275652876,0.996,0.909,4.86983994950081e-157,1,LAMP1
7378,3.05211621576149e-95,1.67121097332988,0.804,0.288,5.49960820918063e-91,1,GYG
7387,4.28709771528788e-84,1.63404758703568,0.669,0.135,7.72492137317723e-80,1,DNASE1L3
8768,1.9988813401624e-08,1.6130163182659,0.365,0.243,0.000360178428683863,1,CCL22
7369,1.00933359490481e-120,1.60937412840266,0.992,0.902,1.81871820465898e-116,1,BASP1
7376,7.11066428062213e-98,1.60672729626853,0.773,0.135,1.2812705967253e-93,1,COL17A1
7372,4.15625863709261e-114,1.58772996649911,0.981,0.72,7.48916243817717e-110,1,TSPAN3
7380,8.21162947631761e-91,1.54196044951703,0.612,0.122,1.47965351533767e-86,1,LAD1
7529,2.68259877164174e-33,1.53136079712132,0.304,0.085,4.83377472662125e-29,1,TNNI1
7373,2.44746673658185e-107,1.48193830980761,0.796,0.208,4.41009031264684e-103,1,RHOC
7580,6.72148697966211e-29,1.472244611693,0.358,0.098,1.21114473886532e-24,1,S100A3
7393,1.11724647494423e-77,1.47135161482769,0.95,0.718,2.01316642320201e-73,1,MIF
7516,3.34184355330191e-34,1.45404409082646,0.542,0.278,6.02166789869471e-30,1,ZMYND15
7370,1.04054208216927e-120,1.42443664028063,0.715,0.073,1.87495277786082e-116,1,RAB38
7375,3.0687924569164e-99,1.36649264093165,1,0.999,5.52965712811766e-95,1,FTL1
7400,6.15623229655705e-68,1.33085785966774,0.885,0.442,1.10929149751661e-63,1,IRF8
7514,2.91877587926763e-34,1.31555994250318,0.835,0.568,5.25934225685234e-30,1,ATF3
7406,4.56632570575376e-64,1.30838686319493,1,0.956,8.22806228919771e-60,1,H2AFZ
7535,7.16172639449293e-33,1.30537152376855,0.331,0.07,1.29047147902368e-28,1,SELENOM
7398,3.65464315712859e-70,1.30026186142622,0.985,0.872,6.58530150483001e-66,1,CST3
7464,3.88365755507564e-44,1.28979889385774,0.438,0.082,6.99796254849079e-40,1,RSAD2
7499,5.04030307811498e-36,1.26848880840053,0.692,0.464,9.08212211645539e-32,1,CD7
7389,4.75708424897833e-80,1.26591334498729,0.546,0.066,8.57179010823405e-76,1,TDH
7465,6.49542281793943e-44,1.26020181915125,0.735,0.442,1.17041023756451e-39,1,LY9
7474,3.3374167410905e-42,1.25210050635775,0.915,0.594,6.01369122577097e-38,1,EPSTI1
7458,9.03839833475805e-47,1.24867683323028,0.585,0.183,1.62862899594005e-42,1,MX1
7383,1.83819409350873e-87,1.24410634251655,0.685,0.112,3.31224193709338e-83,1,LAPTM4B
7422,7.56109245055688e-56,1.24220621175402,0.815,0.382,1.36243324866584e-51,1,ENO3
7453,3.78165214206983e-48,1.24173154437495,0.788,0.492,6.81415899479562e-44,1,AHCYL2
7443,2.30415532189116e-50,1.21654177671735,0.812,0.404,4.15185747451568e-46,1,AIRE
7435,1.28812028815591e-52,1.21585534911541,0.7,0.293,2.32106394722813e-48,1,DAP
7399,1.30762005922832e-69,1.20987192314956,0.538,0.103,2.3562005847235e-65,1,TNNI2
7407,5.2541918750706e-63,1.20986877455685,0.915,0.538,9.46752833968972e-59,1,SOCS2
7420,8.18495189933613e-57,1.20514518286364,0.915,0.558,1.47484648274138e-52,1,CXCL16
7424,3.14976239164498e-55,1.19725509877856,1,1,5.6755568535051e-51,1,MALAT1
7417,1.78127001847785e-57,1.19497285119195,0.55,0.115,3.20967044629523e-53,1,LIMA1
7589,4.54999732483052e-28,1.19089756943655,0.727,0.445,8.19864017961212e-24,1,CCRL2
7403,1.91889018092985e-66,1.17983354966817,0.708,0.239,3.4576482170175e-62,1,LY75
7388,7.32807428583389e-81,1.16515138294336,0.992,0.905,1.32044570556441e-76,1,S100A11
7391,1.91327730781193e-79,1.16180589561,0.688,0.132,3.44753438094631e-75,1,DBP
7505,9.47961514240781e-36,1.15186035372769,0.677,0.384,1.70813185251046e-31,1,TNFRSF4
7530,2.94250012002333e-33,1.14755238825445,0.85,0.604,5.30209096627003e-29,1,TSPO
7402,6.70464186786202e-67,1.1469261746132,0.885,0.474,1.20810941817006e-62,1,SLAMF7
7447,4.40210580934661e-49,1.13763063348795,0.931,0.718,7.93215445786166e-45,1,CD63
7419,6.45944984774338e-57,1.12626809718992,0.746,0.329,1.16392826806488e-52,1,ACTN1
7404,4.66722992462948e-65,1.12204659233242,0.9,0.576,8.40988160118986e-61,1,FAM32A
7413,1.11064455187037e-58,1.09065234338956,0.838,0.422,2.00127041801521e-54,1,CREG1
7469,2.45000754841267e-43,1.08846416935889,0.988,0.849,4.41466860148479e-39,1,CRIP1
8195,2.19659175795439e-12,1.08085866028509,0.246,0.082,3.95803868865802e-08,1,CXCL9
7429,2.13780577325247e-54,1.06090297214905,0.431,0.055,3.85211222282362e-50,1,RBP1
7405,3.10303125641459e-64,1.05848480537036,0.919,0.668,5.59135202093345e-60,1,SPINT2
7437,5.0232245688153e-52,1.05757895496833,0.9,0.628,9.05134835054829e-48,1,FNBP1
7716,2.29117867978138e-22,1.05022488636258,0.777,0.595,4.12847486309807e-18,1,IDI1
7415,3.37396541650097e-58,1.03752784210815,0.631,0.175,6.0795482839931e-54,1,LPIN1
7456,4.72924349196011e-47,1.02522229696297,0.862,0.468,8.52162384816292e-43,1,CIB1
7427,1.0057199252645e-54,1.02350699708023,0.95,0.755,1.8122067333341e-50,1,COX5A
7445,1.00254584475049e-49,1.02313853043162,0.788,0.404,1.80648735765592e-45,1,NANS
7440,8.87819564501964e-51,1.01462584567966,0.673,0.283,1.59976207327609e-46,1,PHF11B
7479,9.38947897474162e-41,1.01000004607532,0.631,0.278,1.69189021645869e-36,1,RAMP1
7433,4.28820676526993e-53,1.00531540156984,0.892,0.65,7.72691977033989e-49,1,PSMB7
7432,2.28847694445517e-53,0.999586607854685,0.746,0.313,4.12360660621377e-49,1,GSTO1
7423,1.12514707938878e-55,0.998866201038518,0.981,0.772,2.02740252235064e-51,1,PSMB8
7390,1.30433523161564e-79,0.990752614084455,0.646,0.113,2.35028165384822e-75,1,OSBPL3
7452,2.67358193881368e-48,0.989794740662161,0.931,0.534,4.81752729554837e-44,1,BCL2A1A
7418,2.8040389773729e-57,0.984016917378237,0.712,0.235,5.05259783332822e-53,1,GFER
7591,5.65177975895161e-28,0.980733103987412,0.777,0.511,1.01839419476549e-23,1,TUBB2A
7526,1.08169090483405e-33,0.977445106123997,0.65,0.369,1.94909884142048e-29,1,NUDT17
7724,3.91348307527029e-22,0.976753436359855,0.919,0.937,7.05170515332954e-18,1,TAGLN2
7385,1.50918470424038e-86,0.967328096230706,0.485,0.023,2.71939991857075e-82,1,AIF1L
8223,4.51297818722032e-12,0.966148725368618,0.388,0.254,8.1319353955523e-08,1,CLIC3
7394,5.4265852123422e-77,0.95104748231086,0.573,0.067,9.77816389411941e-73,1,PRDM16
7441,9.96228786873364e-51,0.950345093148247,0.965,0.708,1.79510465106711e-46,1,H2-T23
7534,5.47740589702957e-33,0.950255671855788,0.25,0.024,9.86973768585758e-29,1,KRT8
7524,8.35428722174758e-34,0.938303197911404,0.915,0.697,1.5053590144867e-29,1,NEAT1
7421,5.2088136088444e-56,0.937911206831017,0.419,0.043,9.38576124177672e-52,1,MYLK
7430,5.59235752890878e-54,0.930772522065978,0.704,0.292,1.00768690313407e-49,1,TRIOBP
7510,9.60454181281248e-35,0.926648817270931,0.612,0.231,1.73064238925068e-30,1,CD44
7501,7.40676114579013e-36,0.918380668596643,0.619,0.301,1.33462429085992e-31,1,NSMCE3
7699,5.85460771897129e-23,0.914376809743216,0.369,0.139,1.05494176488144e-18,1,GNGT2
7471,4.83844927664692e-43,0.910070814649051,0.935,0.65,8.71840175159009e-39,1,ITGB1
7540,3.53641458403922e-32,0.90077643280433,0.754,0.398,6.37226543898027e-28,1,NCOA7
7553,1.20204823361257e-30,0.895830798188496,0.931,0.772,2.16597071214649e-26,1,ANXA3
7439,2.27605911101334e-51,0.895644404776047,0.812,0.422,4.10123091213493e-47,1,SCAMP2
7466,8.6037336149499e-44,0.893381221395676,0.858,0.464,1.55030676007782e-39,1,SELPLG
7428,1.85832827474647e-54,0.892199125010117,0.435,0.051,3.34852171826566e-50,1,ACKR3
7579,5.65476999222583e-29,0.890131229823743,0.973,0.829,1.01893300489917e-24,1,CCR7
7457,4.98712597810766e-47,0.884482463299836,0.292,0.017,8.98630229995219e-43,1,1700016F12RIK
7438,1.89306722492339e-51,0.87930998580321,0.788,0.34,3.41111783258946e-47,1,PAPSS2
7550,7.96650632398704e-31,0.874255005911642,0.546,0.195,1.43548477451923e-26,1,AIF1
7942,2.63717862720937e-16,0.846652214825875,0.673,0.447,4.75193216836857e-12,1,TM4SF5
7527,1.25402311341466e-33,0.844867553886841,0.827,0.487,2.25962424806187e-29,1,SAT1
7412,1.04520682022927e-58,0.8405119950815,0.496,0.069,1.88335816937113e-54,1,GPM6B
7593,1.31871373411339e-27,0.839919937270221,0.612,0.319,2.37619027749892e-23,1,RNASET2A
7712,1.67068430016604e-22,0.836907873455089,0.504,0.283,3.01040604046919e-18,1,VWA5A
7401,9.84687959474387e-68,0.83611808052026,0.396,0.02,1.7743092341769e-63,1,CD247
7486,2.41489950623263e-39,0.833337222870624,0.673,0.294,4.35140742028058e-35,1,ADAM8
7476,5.36753658298546e-42,0.829097688541278,0.4,0.079,9.6717641688815e-38,1,HEBP1
7523,8.29778192009128e-34,0.824781946565718,0.935,0.667,1.49517732418125e-29,1,ETV3
7448,4.70272562557916e-49,0.823696544505641,0.746,0.284,8.47384130473109e-45,1,DNAJB14
7507,1.40122622298523e-35,0.818631799348121,0.65,0.301,2.52486953119709e-31,1,HOOK1
7504,8.99015680744973e-36,0.818046486361797,0.777,0.464,1.61993635513437e-31,1,CYB5R3
7617,5.06381218219441e-26,0.813070384142965,0.765,0.518,9.1244831710961e-22,1,CRISPLD2
7508,1.59857833770517e-35,0.808309640022805,0.815,0.484,2.88047830671095e-31,1,PSMG4
7494,8.26621875369504e-37,0.80132981293459,0.969,0.794,1.48948995722831e-32,1,ITGA4
7628,1.45530485258434e-25,0.795542686486264,0.958,0.838,2.62231381387173e-21,1,1810043G02RIK
7592,1.01621081380999e-27,0.787562241834734,0.558,0.228,1.83111026540422e-23,1,2900052N01RIK
7566,9.089766929089e-30,0.785404872768251,0.55,0.239,1.63788510295255e-25,1,TAPBPL
7585,2.50530240540065e-28,0.779986936264969,0.823,0.561,4.51430440429144e-24,1,PPDPF
7683,2.61776276000973e-23,0.773776744875944,0.308,0.072,4.71694671726154e-19,1,EGFL6
7477,6.27138660489901e-42,0.762701221950703,0.385,0.06,1.13004115233675e-37,1,1110008L16RIK
7496,2.05794558682577e-36,0.759239043923242,0.769,0.379,3.70821215290135e-32,1,DDHD1
7481,2.06817369719415e-40,0.753963116385901,0.635,0.208,3.72664218497414e-36,1,CDCP1
7493,3.36122124995301e-37,0.750165932124771,0.692,0.328,6.05658457029032e-33,1,TCTEX1D2
7451,2.27225281720002e-48,0.747749561517265,0.458,0.08,4.09437235131271e-44,1,RRAGD
7531,3.21728735152418e-33,0.747604474658642,0.896,0.574,5.79723007871141e-29,1,PSMB9
7608,6.62070516340195e-27,0.745891939993235,0.981,0.974,1.1929848633934e-22,1,GPX4
8187,1.96598976996853e-12,0.734106841185874,0.831,0.697,3.54251696650629e-08,1,DUSP1
7839,2.46393247993228e-18,0.730108975719494,0.446,0.203,4.43975993558998e-14,1,GCLC
7547,4.05447848866541e-31,0.726085152400569,0.488,0.15,7.30576478872619e-27,1,NMRK1
7489,4.45429640335021e-39,0.723419969252325,0.762,0.354,8.02619668919675e-35,1,AFTPH
7643,8.99541857873532e-25,0.723134225850969,0.485,0.232,1.62088447370232e-20,1,TNFRSF9
7637,4.13417550668581e-25,0.715224025249559,0.535,0.217,7.44937084549717e-21,1,CRYAA
7784,1.02567048193367e-19,0.715079769317927,0.912,0.78,1.84815564139629e-15,1,TXN1
7468,2.43309601071126e-43,0.712907190688909,0.581,0.16,4.38419570170061e-39,1,APOBEC1
7692,4.08124238714459e-23,0.712308122786612,0.523,0.246,7.35399065739584e-19,1,PCYT1A
7446,3.76210897097715e-49,0.71192235391446,0.992,0.989,6.77894415480372e-45,1,CYBA
7491,1.48467210221078e-37,0.710717401295447,0.573,0.2,2.67523066097361e-33,1,ARL5A
7676,1.9115248612458e-23,0.710489591104519,0.885,0.686,3.44437664747881e-19,1,SQSTM1
7783,1.00348007266144e-19,0.709569109150372,0.835,0.662,1.80817074292866e-15,1,LST1
7520,5.35390590547631e-34,0.709473745230793,0.6,0.216,9.64720305107776e-30,1,RALGAPA2
7472,9.45867438096438e-43,0.704315587409485,0.469,0.092,1.70435853670597e-38,1,PRR29
7475,4.33775386516599e-42,0.702826514771392,0.508,0.125,7.8161986896426e-38,1,PSEN2
7775,3.94112035355067e-20,0.702099029854629,0.812,0.605,7.10150476506296e-16,1,PRDX5
7673,1.57763664367232e-23,0.700659880640934,0.646,0.361,2.84274346823315e-19,1,GNL2
7753,8.23502494160749e-21,0.700593201076295,0.996,0.99,1.48386914422825e-16,1,CALM1
7569,1.7087284571579e-29,0.695086840504426,0.815,0.483,3.07895780695283e-25,1,HTRA2
7824,1.0903111795485e-18,0.693644610980913,0.412,0.153,1.96463171442845e-14,1,CAR2
7638,4.15098308011953e-25,0.693285321715722,0.842,0.584,7.47965641206738e-21,1,ITM2C
7498,3.88663626621802e-36,0.693070429269089,0.315,0.042,7.00332988809825e-32,1,ITGB8
7568,1.5694145146817e-29,0.690807387796176,0.958,0.905,2.82792801400495e-25,1,PSME2
7713,1.77178457560538e-22,0.687885739155801,0.762,0.473,3.19257862678333e-18,1,CSTB
7536,8.1932620148328e-33,0.681813093255591,0.408,0.093,1.47634388245272e-28,1,MUC1
7925,1.44123744032346e-16,0.681622278908434,0.727,0.489,2.59696574371884e-12,1,NRIP1
8122,2.42607549927634e-13,0.680653926023687,0.915,0.827,4.37154544214603e-09,1,LTB
7770,2.84414723644482e-20,0.679178183868983,0.962,0.815,5.12486890534992e-16,1,TMEM123
7739,2.1892972365943e-21,0.678773342217977,0.946,0.804,3.94489469061927e-17,1,IL4I1
7688,3.66619082924756e-23,0.674886300371351,0.5,0.19,6.60610925522118e-19,1,CITED4
7818,8.79848313086582e-19,0.673103729906235,0.365,0.125,1.58539867535071e-14,1,SPIC
7558,1.812278848428e-30,0.66681303945667,0.835,0.488,3.26554525698241e-26,1,GLIPR1
7467,1.9783899723432e-43,0.661296966617968,0.281,0.018,3.56486089116522e-39,1,IDO1
7905,3.92877729679094e-17,0.657924194528407,0.838,0.61,7.07926381108759e-13,1,CDKN1A
7614,2.48620397852406e-26,0.656374657737405,0.623,0.304,4.4798909489025e-22,1,TRIO
7656,3.09515056687817e-24,0.656368210025076,0.831,0.536,5.57715180645777e-20,1,CBFA2T3
