,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene_name
UBA52,4.75574482289849e-236,-2.701401770256,0.604,1,8.17797879745625e-232,UBA52
RPS9,5.00206169906793e-228,-2.44410709332451,0.694,1,8.60154529771721e-224,RPS9
TPT1,6.63654582181178e-225,-2.68015958331076,0.627,0.999,1.14122041951875e-220,TPT1
RPL13,4.14118901186829e-219,-2.78481929222247,0.545,0.999,7.12118862480872e-215,RPL13
RPS5,3.80789611251712e-217,-2.99466438223581,0.463,0.996,6.54805815508444e-213,RPS5
FAU,1.68301311224292e-210,-2.34961407499369,0.709,0.999,2.89410934781292e-206,FAU
EEF1A1,3.69815076763762e-210,-1.90565511971256,0.851,1,6.35934006002965e-206,EEF1A1
RPS24,2.1277031460786e-208,-2.69239408270188,0.545,1,3.65879832999676e-204,RPS24
RPLP0,1.34700353242672e-204,-2.59944676518605,0.56,0.999,2.31630727436098e-200,RPLP0
RPS19,7.98039389776203e-195,-2.5120429503578,0.597,1,1.37230853465916e-190,RPS19
RPSA,8.34128711704855e-193,-2.25695383550503,0.709,0.999,1.43436773264767e-188,RPSA
RPL19,3.3571472111735e-192,-2.27656909762917,0.604,0.997,5.77295034433394e-188,RPL19
RPS11,8.97469015367723e-190,-2.72964711946327,0.485,0.999,1.54328771882634e-185,RPS11
RPS20,6.33759424543973e-181,-2.53292179217666,0.552,0.998,1.08981270644582e-176,RPS20
RPS16,1.09427178974801e-176,-2.55258445349507,0.515,0.996,1.88170976965068e-172,RPS16
RPL23,3.82824098382487e-175,-2.51065381033535,0.515,0.997,6.58304319578525e-171,RPL23
RPS7,4.5521489806265e-170,-2.65650553322452,0.463,0.997,7.82787538708533e-166,RPS7
RPS4X,2.23739805705958e-166,-2.43279649768021,0.515,0.999,3.84742969891965e-162,RPS4X
MT-CO1,3.40232597672431e-166,1.84000109204533,0.985,0.994,5.85063974957512e-162,MT-CO1
RPS10,2.54404448788112e-162,-2.52566899402198,0.433,0.998,4.37473890136038e-158,RPS10
RPS15A,3.4314022662859e-159,-2.55732220962258,0.448,0.993,5.90063933710524e-155,RPS15A
RPS27A,1.2791067956528e-154,-2.73077998333643,0.373,0.994,2.19955204580456e-150,RPS27A
RPS3A1,8.11766564124086e-154,-2.39165368371786,0.515,0.995,1.39591378366778e-149,RPS3A1
RPS8,4.96833065658246e-152,-2.45055003224866,0.545,0.997,8.5435413970592e-148,RPS8
MT-ATP8,1.01397815112713e-151,1.94247232670243,0.993,0.988,1.74363682867822e-147,MT-ATP8
PPIA,2.10341834922903e-151,-2.22126823193287,0.649,0.998,3.61703819333424e-147,PPIA
RPL32,1.47553530528924e-149,-2.5700109390346,0.425,0.995,2.53733051097538e-145,RPL32
RPS14,3.63691283805802e-146,-2.56850377646847,0.396,0.997,6.25403531632458e-142,RPS14
MT-CO2,6.2082197631022e-145,1.75312077093648,0.993,0.989,1.06756547046305e-140,MT-CO2
GM10076,1.9333546456751e-142,-2.51685846158143,0.381,0.994,3.3245966487029e-138,GM10076
RPL11,2.58025969616589e-142,-2.28090011444104,0.5,0.993,4.43701457352686e-138,RPL11
RPL9-PS6,1.67754756413829e-141,-2.67473246312599,0.343,0.993,2.8847107912922e-137,RPL9-PS6
MT-CO3,1.49952302917536e-139,1.84882972194327,0.993,0.987,2.57857980096996e-135,MT-CO3
RPL26,4.51299204994945e-138,-2.49278865447078,0.388,0.993,7.76054112909307e-134,RPL26
RPL18A,5.59689724953451e-137,-2.25905086385475,0.507,0.997,9.62442451029954e-133,RPL18A
RPL29,3.28591181310893e-136,-2.39215589228461,0.44,0.99,5.65045395382211e-132,RPL29
RPS2,6.86264896561452e-136,-2.17365257331487,0.567,0.996,1.18010111612707e-131,RPS2
RPL10-PS3,3.1515693180472e-135,-2.56310132663525,0.403,0.994,5.41943859931397e-131,RPL10-PS3
DENND4A,7.38548374456867e-134,2.56413145974654,0.896,0.771,1.27000778471603e-129,DENND4A
RPL18,5.05399227166686e-132,-2.23397655978409,0.485,0.994,8.69084511035834e-128,RPL18
RPS26,1.5671135658926e-131,-2.23948739025615,0.478,0.995,2.69480848790891e-127,RPS26
RPL34,7.49510010518393e-131,-2.5335991621949,0.351,0.99,1.28885741408743e-126,RPL34
TMSB4X,2.86567692071639e-130,-2.38870045441938,0.985,1,4.92781803286391e-126,TMSB4X
RPLP2,7.46501159672955e-130,-2.60796358569277,0.485,0.996,1.28368339417361e-125,RPLP2
RPL7,8.13650831870389e-129,-2.57857484175128,0.246,0.989,1.39915397048432e-124,RPL7
RPS12,8.13422111698076e-128,-2.58933450242363,0.336,0.989,1.39876066327601e-123,RPS12
RPL35,9.03468037090612e-127,-2.45944894201844,0.403,0.981,1.55360363658102e-122,RPL35
RPL15,4.12276520375142e-126,-2.37432987382563,0.388,0.992,7.08950704437094e-122,RPL15
PFN1,6.52210747612365e-126,-2.33000874782127,0.679,0.997,1.12154160159422e-121,PFN1
RPS23,2.80869099039146e-125,-2.25052134294295,0.448,0.994,4.82982502707716e-121,RPS23
RPS3,7.92787873571013e-125,-2.3791048308215,0.403,0.988,1.36327802739271e-120,RPS3
RPL28,2.10904519060548e-124,-2.22772310588723,0.448,0.993,3.62671410976518e-120,RPL28
RPLP1,5.42356565340324e-124,-2.30234332101501,0.455,0.992,9.32636349759222e-120,RPLP1
MT-ND4L,4.06523663176762e-123,1.83417839874766,0.978,0.976,6.9905809119876e-119,MT-ND4L
RPL27,4.9614357708271e-122,-2.51569511476333,0.254,0.987,8.53168495151427e-118,RPL27
RPS18,9.30722813655021e-118,-2.43695063150261,0.328,0.986,1.60047095036117e-113,RPS18
RPL10A,1.42381559072905e-117,-2.44354551220736,0.321,0.985,2.44839328981768e-113,RPL10A
RPL8,2.84488937181642e-116,-2.07008481434357,0.53,0.993,4.89207176377551e-112,RPL8
ACTB,4.82836553102127e-116,-1.55862666862718,1,1,8.30285736714418e-112,ACTB
RPL30,1.25915849297958e-113,-2.32678641934123,0.358,0.986,2.16524894452769e-109,RPL30
ITGA4,5.38416816772313e-112,2.46081851800577,0.873,0.717,9.2586155812167e-108,ITGA4
MT-CYTB,5.50633779134560e-112,1.74429546785302,0.993,0.988,9.46869846599789e-108,MT-CYTB
TMSB10,8.20273541614986e-112,-3.42270646166783,0.552,0.995,1.41054238216113e-107,TMSB10
RPL6,1.66856182956898e-111,-2.06981825053459,0.5,0.987,2.86925892212682e-107,RPL6
H3F3A,2.06063603025962e-110,-2.22841980807997,0.41,0.991,3.54346971763444e-106,H3F3A
MALAT1,4.30428192568199e-110,2.42195896092855,1,1,7.40164319940274e-106,MALAT1
RPL27A,5.0433771550687e-110,-2.16542437170215,0.373,0.989,8.67259135585614e-106,RPL27A
DOCK10,2.6843027754117e-109,1.88118897254539,0.843,0.778,4.61592705259796e-105,DOCK10
RPL14,1.48958129606946e-108,-2.42969430176949,0.239,0.972,2.56148399672105e-104,RPL14
NUP98,2.66203121974077e-108,2.20770620118358,0.672,0.433,4.57762888546624e-104,NUP98
RPL13A,2.75967542552663e-108,-2.25967949506315,0.321,0.982,4.74553786173559e-104,RPL13A
ADAM23,2.03641539322901e-107,2.184933869253,0.858,0.69,3.50181991019661e-103,ADAM23
UBB,2.03562883142002e-106,-2.02458764402245,0.649,0.999,3.50046733850987e-102,UBB
RPL24,2.09879273504632e-106,-2.01236358662999,0.44,0.986,3.60908398718566e-102,RPL24
RPL39,3.59434290975726e-105,-2.34676545540373,0.336,0.978,6.18083206761858e-101,RPL39
COX4I1,6.96522498545301e-104,-2.09685947099569,0.336,0.985,1.1977400884985e-99,COX4I1
RPS6,9.49053052449629e-103,-2.090437347052,0.343,0.985,1.63199162899238e-98,RPS6
NFAT5,2.28730583118512e-102,2.06624362521566,0.731,0.528,3.93325110730594e-98,NFAT5
FTH1,2.81508724692115e-102,-2.11524755518811,0.754,0.999,4.84082402980561e-98,FTH1
PFDN5,2.37896623573848e-101,-2.30451885538776,0.194,0.96,4.09087033897589e-97,PFDN5
RPL21,5.19066325111751e-101,-2.01977471477905,0.328,0.984,8.92586452662167e-97,RPL21
RPS29,1.20160809738549e-100,-2.08909609633799,0.216,0.969,2.06628528426408e-96,RPS29
MT-ND2,1.72744340934166e-99,1.75980075775207,0.97,0.918,2.97051168670392e-95,MT-ND2
RPL37,3.97541497556316e-99,-2.28840597999562,0.299,0.973,6.83612359197841e-95,RPL37
RPL36,9.46178762715827e-97,-2.09040310777283,0.261,0.973,1.62704900036614e-92,RPL36
MT-ATP6,1.59564065635416e-96,1.5856687059492,0.948,0.947,2.74386367266661e-92,MT-ATP6
COX8A,1.65774961936608e-95,-2.05041360763315,0.179,0.952,2.85066624546191e-91,COX8A
RPL22,2.9834562109682e-95,-2.15071550149582,0.284,0.97,5.13035130038092e-91,RPL22
HUWE1,1.2402865069518e-94,1.81502349599183,0.657,0.52,2.13279667735431e-90,HUWE1
EEF1B2,6.32329495342243e-94,-2.17142175755562,0.276,0.968,1.08735380019052e-89,EEF1B2
IQGAP1,1.79263454193236e-93,1.76588713959531,0.866,0.817,3.08261435830688e-89,IQGAP1
TMEM131L,3.92664110832203e-93,1.99175961842133,0.672,0.466,6.75225204987056e-89,TMEM131L
MYO1E,1.09051760147872e-92,2.38954641325507,0.575,0.296,1.87525406750281e-88,MYO1E
BTF3,1.21605730193109e-92,-2.03871209297758,0.216,0.957,2.0911321364007e-88,BTF3
RACK1,1.36501458798538e-92,-2.12713724487974,0.284,0.965,2.34727908549966e-88,RACK1
GPX4,2.99356642191071e-92,-2.33972910897582,0.246,0.962,5.14773681911766e-88,GPX4
CLCN3,2.3379667260803e-91,2.0071625594021,0.754,0.563,4.02036758216769e-87,CLCN3
MT-ND1,3.01491785710082e-91,1.69941334611444,0.978,0.95,5.18445274707057e-87,MT-ND1
EIF1,4.88200646387133e-91,-1.58513417036194,0.575,0.996,8.39509831527313e-87,EIF1
RPL3,4.08831993467878e-90,-1.79262794690309,0.522,0.987,7.03027495967363e-86,RPL3
RPL37A,4.33436822476688e-90,-1.91092088389114,0.425,0.982,7.45337959930913e-86,RPL37A
RPS27,9.46081861228191e-90,-1.97653901084719,0.403,0.98,1.626882368568e-85,RPS27
RPL38,9.7903816171589e-90,-1.99763166719879,0.149,0.931,1.68355402288664e-85,RPL38
RANBP2,1.29898846868751e-89,2.47356106480055,0.672,0.502,2.23374057075504e-85,RANBP2
ATP5E,6.36708562729358e-89,-2.15006994593462,0.097,0.902,1.0948840444694e-84,ATP5E
GLG1,7.26832977913769e-89,1.65593909734254,0.604,0.401,1.24986198882052e-84,GLG1
HSP90AB1,1.25211694464217e-88,-1.71036375461281,0.746,0.999,2.15314029800667e-84,HSP90AB1
AFF4,1.04617188899084e-87,1.90743143759496,0.59,0.414,1.79899718030866e-83,AFF4
GPX1,1.87766674209728e-87,-2.41305627345054,0.343,0.973,3.22883572971047e-83,GPX1
CHCHD2,3.71146657704099e-87,-1.89278810296553,0.313,0.97,6.38223792587969e-83,CHCHD2
PTPRC,4.92936409327908e-87,1.91235299760372,0.769,0.64,8.47653449480271e-83,PTPRC
RPS28,9.41462678363871e-87,-2.18291519567718,0.142,0.918,1.61893922171451e-82,RPS28
SERF2,1.49880164080811e-86,-2.01256475333951,0.291,0.962,2.57733930153362e-82,SERF2
PTMA,5.45654126613702e-86,-2.16227793419795,0.56,0.99,9.38306836124923e-82,PTMA
RAB8B,5.90993956924946e-86,1.9991550091731,0.582,0.425,1.01627320832814e-81,RAB8B
SEC61B,2.83856575786151e-85,-2.04978222533302,0.127,0.909,4.88119767721865e-81,SEC61B
NACA,4.40212790290307e-85,-1.9623597331763,0.284,0.962,7.56989914183212e-81,NACA
ATP5G2,5.5977557081632e-85,-1.86057967383895,0.187,0.936,9.62590071575743e-81,ATP5G2
MKL1,9.14417872974249e-85,1.9525557216739,0.612,0.468,1.57243297436652e-80,MKL1
RPL7A,1.24038360441058e-84,-1.88173255238259,0.351,0.971,2.13296364614444e-80,RPL7A
RPS13,3.18877744705588e-84,-1.82913935163377,0.336,0.97,5.48342169795729e-80,RPS13
RPL36A,3.43039106314516e-84,-1.98435992970951,0.149,0.918,5.89890047218441e-80,RPL36A
MT-ND4,1.23935745655842e-83,1.58577123653113,0.94,0.899,2.13119908229785e-79,MT-ND4
RPS15,2.31893107032797e-83,-1.95685107177547,0.157,0.919,3.98763386853598e-79,RPS15
RPL12,2.76163409567835e-82,-2.12809008464044,0.187,0.927,4.74890599092849e-78,RPL12
CERS6,3.53497173702348e-82,2.11002498750963,0.716,0.51,6.07873739898558e-78,CERS6
RPS21,1.32876272939822e-81,-1.80634910874093,0.299,0.963,2.28494038947318e-77,RPS21
ATP5L,1.12562763323475e-80,-1.91034175006014,0.104,0.883,1.93562927811048e-76,ATP5L
PIK3R1,4.74336718248526e-80,1.87316825222052,0.716,0.613,8.15669420700165e-76,PIK3R1
RPL5,3.6380827323361e-79,-1.83780009657607,0.291,0.954,6.25604706652516e-75,RPL5
MYADM,3.96551383989051e-79,1.93330119882176,0.612,0.43,6.81909759907572e-75,MYADM
CFL1,9.74912891500881e-79,-1.74209080277346,0.388,0.977,1.67646020822491e-74,CFL1
MYCBP2,5.77521294839417e-78,1.65552361215212,0.813,0.679,9.93105618605862e-74,MYCBP2
RPS25,8.34790385120178e-78,-1.91733848505698,0.209,0.928,1.43550554625266e-73,RPS25
REL,1.85987175615111e-77,2.03159235644505,0.94,0.88,3.19823547187745e-73,REL
MYL12B,5.53350986157168e-77,-1.76337882792996,0.209,0.928,9.51542355795865e-73,MYL12B
SUMO2,2.94702954528884e-76,-1.84693958596366,0.239,0.937,5.06771200607869e-72,SUMO2
RPL17,3.03434695847154e-76,-1.71665464454937,0.179,0.913,5.21786302978766e-72,RPL17
GAPDH,9.14855278798479e-76,-1.97533245752982,0.56,0.987,1.57318513742186e-71,GAPDH
UQCRH,2.91122451323141e-75,-1.86675448245566,0.142,0.889,5.00614167295273e-71,UQCRH
4932438A13RIK,5.09838140499775e-75,1.78668575524846,0.56,0.282,8.76717666403413e-71,4932438A13RIK
MACF1,1.4478766280665e-74,1.80040699892724,0.515,0.382,2.48976864962315e-70,MACF1
MYL6,4.32327904902917e-74,-1.67138271250545,0.284,0.949,7.43431065271056e-70,MYL6
RPL35A,4.39064913391651e-74,-1.70238411689612,0.157,0.894,7.55016025068282e-70,RPL35A
MT-ND5,9.75865783656761e-74,1.50074412346673,0.896,0.866,1.67809880157617e-69,MT-ND5
NRROS,2.29406729412191e-73,1.76592996586229,0.612,0.511,3.94487811897203e-69,NRROS
RPL23A,5.01301344206018e-73,-1.61679176383047,0.216,0.922,8.62037791496668e-69,RPL23A
RPL10,5.60467412771847e-73,-1.60160390041677,0.201,0.915,9.63779763002468e-69,RPL10
FLVCR1,8.46054287883461e-73,1.85249591347774,0.56,0.355,1.4548749534444e-68,FLVCR1
UBL5,1.03933193192455e-72,-1.76815058641974,0.149,0.886,1.78723519013746e-68,UBL5
COX6C,3.43028206768541e-72,-1.70005254708635,0.097,0.847,5.89871304359184e-68,COX6C
RPS17,4.57674961038768e-72,-1.82170901553956,0.082,0.836,7.87017863002265e-68,RPS17
SH3BGRL3,1.4392415588048e-71,-1.7272352886048,0.366,0.965,2.47491978452073e-67,SH3BGRL3
SMG1,1.85815232107512e-71,1.6200316411832,0.582,0.372,3.19527873132078e-67,SMG1
ZFC3H1,3.24979111753287e-71,1.69726085060141,0.806,0.732,5.58834080570952e-67,ZFC3H1
EIF3F,1.83099867833393e-70,-1.60409238560938,0.336,0.957,3.14858532726303e-66,EIF3F
GNG5,5.15874604821655e-70,-1.54890941461125,0.164,0.884,8.87097970451318e-66,GNG5
LNPEP,9.44551283631606e-70,1.49921942774891,0.485,0.328,1.62425038733291e-65,LNPEP
SLC38A2,9.74579647742345e-70,1.67163115906864,0.769,0.724,1.67588716225774e-65,SLC38A2
MALT1,2.14311585420161e-69,2.09182455880512,0.582,0.447,3.68530202288509e-65,MALT1
OAZ1,2.28256699460145e-69,-1.52947393215401,0.343,0.958,3.92510220391665e-65,OAZ1
ETNK1,3.41520779630525e-69,1.67673403261169,0.5,0.356,5.87279132652651e-65,ETNK1
EDF1,8.43190373402013e-69,-1.7775692338507,0.239,0.918,1.4499501661021e-64,EDF1
PLXNC1,1.94422332298055e-68,1.49871442378694,0.701,0.622,3.34328642619736e-64,PLXNC1
ATP5G3,3.25424917754964e-68,-1.68273365236517,0.157,0.876,5.59600688571436e-64,ATP5G3
SUB1,3.61637945438592e-68,-1.61492197234553,0.313,0.948,6.21872610976204e-64,SUB1
COX6B1,4.05786538114832e-68,-1.63845533720767,0.09,0.824,6.97790530942266e-64,COX6B1
MYL12A,4.6280497531046e-68,-1.64054014574,0.075,0.805,7.95839435543867e-64,MYL12A
ATRX,1.10890020204202e-67,1.43904655065906,0.791,0.76,1.90686478743145e-63,ATRX
BANF1,1.28998186209881e-67,-1.86557339851856,0.097,0.831,2.21825281006512e-63,BANF1
NME2,1.75766663072803e-67,-1.85217539167854,0.149,0.868,3.02248353819993e-63,NME2
LY75,1.76881772672836e-67,2.46533569530314,0.515,0.408,3.04165896288208e-63,LY75
RPL36AL,6.0042311617696e-67,-1.59397448844002,0.142,0.86,1.0324875905779e-62,RPL36AL
SPAG9,1.27629664093457e-66,1.5389638411135,0.567,0.463,2.19471970375108e-62,SPAG9
MPEG1,2.62593283868104e-66,2.42725071335913,0.59,0.396,4.51555410939591e-62,MPEG1
RPL4,2.84438390315843e-66,-1.46990560072899,0.321,0.946,4.89120255987124e-62,RPL4
TRA2A,4.14371319462314e-66,1.19013954674958,0.493,0.61,7.12552920947396e-62,TRA2A
ATP5D,4.51538528523264e-66,-1.62619124186442,0.149,0.863,7.76465653648604e-62,ATP5D
COP1,3.21868304501118e-65,1.50924748282832,0.403,0.319,5.53484736420123e-61,COP1
STRIP2,4.10387116071904e-65,1.949470780768,0.47,0.296,7.05701684797247e-61,STRIP2
GM26917,4.88273129733919e-65,1.94818882997687,0.776,0.579,8.39634473890447e-61,GM26917
ST8SIA4,9.13407522582841e-65,2.33489638024824,0.47,0.272,1.57069557583345e-60,ST8SIA4
HSPE1,1.0385009716153e-64,-2.04362883894371,0.328,0.944,1.78580627078967e-60,HSPE1
SKIL,1.29782728904904e-64,1.68578202404288,0.53,0.389,2.23174380624873e-60,SKIL
EIF3K,1.38882690873245e-64,-1.65693913566916,0.112,0.83,2.38822675225632e-60,EIF3K
RPL9,1.40331783964144e-64,-1.57760972519852,0.216,0.898,2.41314535704741e-60,RPL9
ATP5C1,7.30662839485323e-64,-1.27283261346902,0.142,0.838,1.25644781877896e-59,ATP5C1
ANTXR2,1.07503353919005e-63,1.78551922193897,0.396,0.202,1.84862767399121e-59,ANTXR2
EPRS,4.44112983254975e-63,1.85161634763457,0.515,0.604,7.63696686005255e-59,EPRS
EIF5A,4.48492145957174e-63,-1.71816453557187,0.134,0.84,7.71227094187957e-59,EIF5A
PHIP,5.15119853162462e-63,1.3708655494223,0.627,0.589,8.8580009949817e-59,PHIP
DPP4,6.26302577670368e-63,1.47742098249491,0.552,0.539,1.07698991256196e-58,DPP4
CANX,6.33502298841919e-63,1.21434734436407,0.664,0.703,1.08937055308856e-58,CANX
ATOX1,6.97357787713934e-63,-1.83687101875327,0.164,0.861,1.19917645175288e-58,ATOX1
KMT2E,1.57881378872283e-62,1.32249938715438,0.709,0.701,2.71492819108778e-58,KMT2E
DAPP1,1.76720831067388e-62,1.42724640488102,0.522,0.5,3.0388914110348e-58,DAPP1
COX5B,1.85411020295539e-62,-1.4613872102729,0.201,0.882,3.18832790500208e-58,COX5B
CLK1,1.97850010552372e-62,1.38673762836683,0.612,0.547,3.40222878145858e-58,CLK1
DYNLL1,2.06858522106729e-62,-1.6077054839319,0.119,0.824,3.55713914614731e-58,DYNLL1
CD80,2.51100306982935e-62,1.87524440215894,0.5,0.396,4.31792087887855e-58,CD80
CHD2,3.03516955492777e-62,1.56241564569056,0.515,0.363,5.2192775666538e-58,CHD2
FABP5,3.52852998378739e-62,-2.44412635512805,0.388,0.938,6.06766016012079e-58,FABP5
ATP5F1,5.44624857028092e-62,-1.4939585645052,0.179,0.867,9.36536904145508e-58,ATP5F1
TMA7,1.63044089800233e-61,-1.59764223075051,0.119,0.823,2.8037061682048e-57,TMA7
SPECC1,2.17106737426265e-61,1.48357369653596,0.515,0.507,3.73336745678204e-57,SPECC1
RPL41,2.33762274224037e-61,-1.38530544994772,0.254,0.907,4.01977606755653e-57,RPL41
S100A4,4.64062420664158e-61,-2.15876741375138,0.194,0.868,7.98001738574086e-57,S100A4
BRI3,4.93380715203772e-61,-1.51717913808137,0.119,0.816,8.48417477864406e-57,BRI3
TGOLN1,5.92664183708974e-61,1.2530374212852,0.448,0.385,1.01914533030595e-56,TGOLN1
PTMS,7.66289633234063e-61,-1.45170114201677,0.239,0.898,1.3177116533093e-56,PTMS
YTHDC1,9.28101932783304e-61,1.45199372653686,0.493,0.485,1.59596408361417e-56,YTHDC1
AHCTF1,3.31380226727517e-60,1.49960054735627,0.545,0.51,5.69841437880638e-56,AHCTF1
LYST,4.14540334219136e-60,1.51617395267646,0.739,0.638,7.12843558723226e-56,LYST
R3HDM1,4.2643936173154e-60,1.50127873060553,0.403,0.249,7.33305126433557e-56,R3HDM1
LUC7L2,4.56298690958828e-60,1.22265811306454,0.604,0.621,7.84651228972801e-56,LUC7L2
MAN1A,5.73510317330331e-60,1.34028593379704,0.552,0.538,9.86208341681237e-56,MAN1A
FIS1,6.06114188457999e-60,-1.44312364277694,0.112,0.805,1.04227395847237e-55,FIS1
ATP6V1F,6.37965761643247e-60,-1.35779126358292,0.179,0.855,1.09704592372173e-55,ATP6V1F
NPC1,8.36200234327998e-60,1.53781553343428,0.396,0.224,1.43792992295043e-55,NPC1
NFE2L1,1.42958471339238e-59,1.34094033691701,0.47,0.358,2.45831387314953e-55,NFE2L1
MBNL1,1.48780499357718e-59,1.31955521537487,0.463,0.428,2.55842946695532e-55,MBNL1
SELENOW,2.00658458039247e-59,-1.41685412735458,0.142,0.827,3.45052284444289e-55,SELENOW
ETV6,3.49349902914406e-59,1.17145706514499,0.649,0.65,6.00742093051613e-55,ETV6
HERC4,3.60990062160355e-59,1.48023303669792,0.448,0.297,6.20758510890947e-55,HERC4
JMJD1C,3.69771805097743e-59,1.49651034049122,0.575,0.422,6.35859596046078e-55,JMJD1C
CDCP1,3.81760681711634e-59,1.70888138578941,0.448,0.324,6.56475668271326e-55,CDCP1
ELOB,8.87601417879998e-59,-1.41303301125031,0.142,0.824,1.52631939818644e-54,ELOB
NSA2,1.10413727244811e-58,-1.31416717610973,0.142,0.82,1.89867445370177e-54,NSA2
GLS,1.40097632363178e-58,1.80163091456265,0.463,0.268,2.40911888611721e-54,GLS
FLNB,1.74115049963049e-58,1.88209444348954,0.485,0.265,2.99408239916459e-54,FLNB
NPM1,3.09171414089115e-58,-1.36070943938528,0.328,0.931,5.31651163667642e-54,NPM1
B2M,3.42473621281519e-58,-0.946270223716829,0.918,0.998,5.88917639155699e-54,B2M
NRP2,3.48387929973003e-58,1.79802615244527,0.545,0.359,5.99087884381576e-54,NRP2
SF3B1,4.48850606547996e-58,1.18339334425724,0.716,0.737,7.71843503019934e-54,SF3B1
TAGLN2,4.59599931450299e-58,-1.7116572346653,0.351,0.939,7.90328042121934e-54,TAGLN2
FCER1G,5.09040282847783e-58,-1.59934371733216,0.299,0.917,8.75345670385048e-54,FCER1G
S100A11,5.79430352044209e-58,-1.86209814565842,0.358,0.933,9.96388433375222e-54,S100A11
ATP5O.1,7.85659873251444e-58,-1.48386041227726,0.022,0.693,1.35102071804318e-53,ATP5O.1
CDC14A,8.8637728288293e-58,1.48084959782284,0.321,0.249,1.52421437564549e-53,CDC14A
ITGB1,9.33239649254908e-58,1.74690375202441,0.619,0.591,1.60479890085874e-53,ITGB1
RPL31,9.63291720926817e-58,-1.5609388196561,0.157,0.835,1.65647644330576e-53,RPL31
FTL1,1.19056805289758e-57,-1.61388417373001,0.769,0.996,2.04730082376268e-53,FTL1
NDUFA7,1.26182915881566e-57,-1.34874292923101,0.052,0.722,2.16984142149941e-53,NDUFA7
CCNT1,1.53521797099402e-57,1.18279689990259,0.433,0.339,2.63996082292131e-53,CCNT1
KMT2C,1.73373533747849e-57,1.25861867686454,0.485,0.416,2.98133128632802e-53,KMT2C
PPP1CA,1.95449349117848e-57,-1.48589946058998,0.149,0.827,3.36094700743052e-53,PPP1CA
TOP1,2.04395071409955e-57,1.24060930831536,0.59,0.662,3.51477764796558e-53,TOP1
TBC1D8,2.2950829511596e-57,1.34555603058212,0.493,0.5,3.94662464281405e-53,TBC1D8
ATP5H,2.94689284040741e-57,-1.52889910420716,0.179,0.849,5.06747692836458e-53,ATP5H
AVPI1,2.96310377111227e-57,-1.79282465611301,0.172,0.844,5.09535324480465e-53,AVPI1
CHKA,4.56315287811755e-57,1.77399973429572,0.687,0.644,7.84679768921093e-53,CHKA
SLCO5A1,5.83318195224699e-57,1.3034770265364,0.56,0.518,1.00307396850839e-52,SLCO5A1
MREG,6.28901645074177e-57,1.53313047479664,0.761,0.684,1.08145926886956e-52,MREG
ANP32A,6.92332815088607e-57,-1.15818654600648,0.082,0.741,1.19053550882637e-52,ANP32A
SEM1,8.07591746417342e-57,-1.41511219992334,0.157,0.829,1.38873476713926e-52,SEM1
ELL2,1.29959497175455e-56,1.50705132185861,0.388,0.335,2.23478351342912e-52,ELL2
OSBPL8,2.08053458236143e-56,1.28655628402848,0.537,0.475,3.57768726782871e-52,OSBPL8
PRPF4B,2.49387938069927e-56,1.18496675339079,0.358,0.375,4.28847498305047e-52,PRPF4B
ARPC3,2.89391203163871e-56,-1.17809270488754,0.388,0.949,4.97637112960592e-52,ARPC3
GNB2,4.74003517779298e-56,-1.32166556326521,0.134,0.802,8.15096449173281e-52,GNB2
GGTA1,5.45521728308264e-56,1.30462664203072,0.396,0.404,9.38079163998891e-52,GGTA1
RTRAF,6.1888799457708e-56,-1.33027762032599,0.134,0.805,1.06423979547475e-51,RTRAF
COX6A1,8.44183912564963e-56,-1.27624157976293,0.164,0.827,1.45165865604671e-51,COX6A1
BTAF1,9.1226677802172e-56,1.40604915744528,0.373,0.256,1.56873395148615e-51,BTAF1
H2AFZ,1.01722440344014e-55,-2.28372746759505,0.545,0.972,1.74921908415567e-51,H2AFZ
CELF2,1.05949026979782e-55,1.09632206827291,0.507,0.576,1.82189946794433e-51,CELF2
ATP5J,1.46316603757744e-55,-1.26468100506917,0.104,0.768,2.51606031821817e-51,ATP5J
ARHGDIA,1.79957120077106e-55,-1.29323548403392,0.149,0.813,3.09454263684591e-51,ARHGDIA
AKAP13,3.64475410167321e-55,1.23267568690983,0.709,0.724,6.26751915323725e-51,AKAP13
SLAMF7,3.73328313721676e-55,1.6858137538746,0.612,0.574,6.41975368275794e-51,SLAMF7
SLC4A8,4.39445344523352e-55,1.53628780585383,0.642,0.59,7.55670214442356e-51,SLC4A8
IL6ST,7.24592281889964e-55,1.46057329674015,0.373,0.293,1.24600888793798e-50,IL6ST
COX7C,9.16329748059647e-55,-1.31235071028539,0.194,0.845,1.57572063476337e-50,COX7C
GRK3,1.0445776272479e-54,1.14789019718564,0.522,0.524,1.79625568781548e-50,GRK3
BIRC6,1.47058415866211e-54,1.15708700886058,0.597,0.572,2.52881651923536e-50,BIRC6
SLC38A1,1.55519201408319e-54,1.29982553619294,0.545,0.513,2.67430818741745e-50,SLC38A1
HMGCR,2.29079842352932e-54,1.58833230892726,0.455,0.358,3.93925696910101e-50,HMGCR
SWI5,2.50344694467788e-54,-1.07819106996006,0.104,0.744,4.30492736606809e-50,SWI5
NRXN1,2.61864249273472e-54,2.13320686772194,0.358,0.218,4.50301763050662e-50,NRXN1
