,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene_name
MED17,2.84313923185131e-12,0.0185022192475554,0.045,0.139,4.88906222309151e-08,MED17
RAB24,2.90396796890936e-12,-0.105363462033104,0.067,0.215,4.99366331933654e-08,RAB24
VPS16,2.91002988189417e-12,-0.122185108371855,0.045,0.181,5.00408738490521e-08,VPS16
WARS,2.97999630196803e-12,-0.228985044676588,0.03,0.196,5.12440164086422e-08,WARS
ACADM,3.02623089311153e-12,-0.0523601937136577,0.067,0.202,5.20390664379458e-08,ACADM
BPHL,3.03487167941995e-12,-0.209265218064824,0.03,0.192,5.21876533993055e-08,BPHL
GATAD2A,3.04503351877333e-12,-0.185177848031144,0.052,0.216,5.23623963888261e-08,GATAD2A
BCL7B,3.0849467217337e-12,-0.145575216898788,0.045,0.19,5.30487438269328e-08,BCL7B
PIK3CG,3.08843507718163e-12,0.082330981154849,0.06,0.137,5.31087295872154e-08,PIK3CG
PPME1,3.09404447012643e-12,0.226196364209995,0.06,0.112,5.32051887082941e-08,PPME1
APOPT1,3.14225249293234e-12,-0.280216022346665,0.037,0.221,5.40341738684645e-08,APOPT1
NXT1,3.14568533821369e-12,-0.282706742066938,0.022,0.202,5.40932050759226e-08,NXT1
LARP1,3.15741803504865e-12,0.112133863380301,0.067,0.142,5.42949605306965e-08,LARP1
SGPP1,3.17720356609376e-12,0.319391035068521,0.112,0.127,5.46351925225482e-08,SGPP1
TAF2,3.23595865701545e-12,0.36464789624717,0.082,0.109,5.56455450660376e-08,TAF2
DDX52,3.2561522116799e-12,-0.19696892753662,0.037,0.196,5.59927934320475e-08,DDX52
FKBP2,3.30118303287378e-12,-0.386334992640154,0.007,0.192,5.67671434332975e-08,FKBP2
PJA2,3.31420412697824e-12,-0.00609884861071919,0.075,0.198,5.69910541675178e-08,PJA2
YPEL5,3.32853967711909e-12,-0.142568958984594,0.045,0.193,5.72375682877399e-08,YPEL5
ZDBF2,3.33870531581744e-12,0.864424372200663,0.112,0.091,5.74123766107967e-08,ZDBF2
SMIM12,3.34457249626373e-12,-0.230065072420845,0.015,0.165,5.7513268645751e-08,SMIM12
PQBP1,3.35041481419458e-12,-0.173184531966071,0.022,0.163,5.76137331448899e-08,PQBP1
LYPLA1,3.4376730628181e-12,-0.177566566744883,0.067,0.239,5.91142259882201e-08,LYPLA1
ZDHHC4,3.48058454388092e-12,-0.27233857667534,0.022,0.193,5.98521318165762e-08,ZDHHC4
ZFP408,3.51800809989098e-12,0.296687076024771,0.082,0.108,6.04956672857253e-08,ZFP408
ATG7,3.55561062379878e-12,0.107445598100984,0.045,0.112,6.11422802868438e-08,ATG7
HTATSF1,3.58674208205628e-12,-0.382963434957709,0.015,0.209,6.16776168430397e-08,HTATSF1
CORO2A,3.72514315656584e-12,0.226144630394642,0.112,0.185,6.40575617203061e-08,CORO2A
GPN3,3.74890383121782e-12,-0.0654681798006029,0.03,0.155,6.44661502816216e-08,GPN3
CNDP2,3.76415043571655e-12,-0.306897644040293,0.022,0.207,6.47283308925818e-08,CNDP2
RBFA,3.83260966677044e-12,-0.165497789654395,0.015,0.15,6.59055558297845e-08,RBFA
LDAH,3.87316429758433e-12,0.031174246730011,0.06,0.168,6.66029332612602e-08,LDAH
POLR1C,3.87694010250622e-12,-0.170176040102857,0.03,0.177,6.66678620026969e-08,POLR1C
WRNIP1,3.91565642902753e-12,-0.0422301372170716,0.052,0.169,6.73336279535574e-08,WRNIP1
TERF1,3.97729883153664e-12,0.374426829690965,0.097,0.112,6.83936307071041e-08,TERF1
EXOSC9,3.98251962521732e-12,-0.130033075651226,0.045,0.187,6.84834074752371e-08,EXOSC9
JAK3,3.99580018620602e-12,0.0114209110331423,0.052,0.157,6.87117800019987e-08,JAK3
PPWD1,3.9986430725235e-12,0.145153962897492,0.052,0.107,6.87606662751141e-08,PPWD1
RPRD1B,4.00879472404121e-12,-0.0662678885306061,0.037,0.158,6.89352340746126e-08,RPRD1B
ABCC5,4.0258213064634e-12,0.492924670839147,0.104,0.054,6.92280231859446e-08,ABCC5
RRM2B,4.02950505666857e-12,0.115182571869446,0.06,0.127,6.92913689544728e-08,RRM2B
PLD3,4.11546192302807e-12,0.0105647214156617,0.067,0.172,7.07694832283908e-08,PLD3
SCYL1,4.12358388841456e-12,-0.0598408967640803,0.037,0.148,7.09091485451768e-08,SCYL1
DUSP22,4.21259085431486e-12,-0.0474632067208278,0.052,0.17,7.24397123307984e-08,DUSP22
GTF2H1,4.32163140093152e-12,0.204778434522731,0.067,0.109,7.43147735704184e-08,GTF2H1
DNAJC21,4.35906466891017e-12,-0.192176736616011,0.03,0.181,7.49584760465793e-08,DNAJC21
CYB561D2,4.36140123569193e-12,-0.0599433677271017,0.06,0.191,7.49986556489584e-08,CYB561D2
MSH2,4.36288598432754e-12,-0.22586916289441,0.015,0.16,7.50241873864965e-08,MSH2
EIF2A,4.48846365973413e-12,-0.184282473062862,0.045,0.204,7.71836210927882e-08,EIF2A
MED19,4.50856502161101e-12,-0.272897905364807,0.03,0.206,7.7529284111623e-08,MED19
MPP5,4.55811119109194e-12,0.180339253455842,0.075,0.145,7.8381280042017e-08,MPP5
PDRG1,4.56121343843184e-12,-0.362289541238634,0.03,0.231,7.84346262872739e-08,PDRG1
ZFHX3,4.56804505429044e-12,0.491686182412672,0.104,0.062,7.85521027535784e-08,ZFHX3
MAK16,4.57684761466979e-12,-0.181105888290149,0.037,0.189,7.87034715818618e-08,MAK16
ACOT13,4.60108070722089e-12,-0.363496854403203,0.022,0.21,7.91201838413705e-08,ACOT13
DPP3,4.60766993981811e-12,-0.226629775926932,0.045,0.215,7.92334922851122e-08,DPP3
GRSF1,4.6585818294077e-12,0.0477297496190513,0.06,0.15,8.01089731384948e-08,GRSF1
ERI3,4.66809266657868e-12,-0.151642940931999,0.037,0.179,8.02725214944871e-08,ERI3
RAP2A,4.70066314273418e-12,0.193527324901812,0.104,0.166,8.0832603402457e-08,RAP2A
EGR2,4.77576472316749e-12,-0.253533545945735,0.075,0.26,8.21240501795881e-08,EGR2
MRC2,4.78952587707584e-12,0.545186699412337,0.119,0.108,8.23606869821962e-08,MRC2
RPIA,4.82414821455199e-12,-0.243776808801023,0.022,0.185,8.2956052697436e-08,RPIA
PPIE,4.85281490973457e-12,-0.396448460598561,0,0.175,8.34490051877956e-08,PPIE
SLC35A3,4.90506430465989e-12,0.1747523653676,0.06,0.123,8.43474857829315e-08,SLC35A3
SULF2,4.96526754297263e-12,0.403290648029403,0.119,0.131,8.53827406689573e-08,SULF2
PHF11B,5.07534241416434e-12,-0.562441160686991,0.119,0.386,8.727558815397e-08,PHF11B
SLC30A5,5.09265920718158e-12,0.300750676307477,0.09,0.123,8.75733677266944e-08,SLC30A5
LIG1,5.25116199117624e-12,-0.0961717048557794,0.037,0.166,9.02989816002667e-08,LIG1
AGAP1,5.26088830428716e-12,0.233263326687291,0.075,0.119,9.04662352805221e-08,AGAP1
MAPK9,5.39261142335727e-12,0.0510656251737642,0.052,0.142,9.27313460360517e-08,MAPK9
PLA2G16,5.46769834930047e-12,-0.175447749769548,0.127,0.322,9.40225408145708e-08,PLA2G16
CHKB,5.49886555221275e-12,0.178562059473477,0.067,0.113,9.45584920358505e-08,CHKB
PRPF31,5.53296875260099e-12,-0.142077828948044,0.037,0.179,9.51449306697265e-08,PRPF31
MPV17L2,5.5556834952617e-12,-0.319766169196517,0.052,0.256,9.55355333845203e-08,MPV17L2
MEX3A,5.65836811558885e-12,-0.0571284257548386,0.067,0.195,9.73012981156658e-08,MEX3A
MESD,5.74201921776204e-12,-0.112051476469651,0.045,0.184,9.87397624686361e-08,MESD
GTF3C6,5.82387014997619e-12,-0.26372557812441,0.037,0.215,1.00147271098991e-07,GTF3C6
CD2AP,5.9942121530697e-12,0.149327344256926,0.075,0.142,1.03076472184187e-07,CD2AP
SPTSSA,6.01358217421203e-12,-0.605641175586557,0.037,0.266,1.0340955906775e-07,SPTSSA
TOR2A,6.04116464145895e-12,-0.0532191746593059,0.037,0.151,1.03883867174528e-07,TOR2A
CRNKL1,6.10768612361191e-12,-0.262103791329858,0.015,0.171,1.0502777058163e-07,CRNKL1
SNAPIN,6.11365420021017e-12,-0.147740179160209,0.022,0.154,1.05130397626814e-07,SNAPIN
EVA1B,6.18581437845946e-12,-0.3543370139947,0.015,0.203,1.06371264051989e-07,EVA1B
WSB2,6.23224941444877e-12,0.173904777523288,0.075,0.136,1.07169760930861e-07,WSB2
TOP3B,6.41441352085658e-12,0.0581693885196688,0.067,0.153,1.1030225490465e-07,TOP3B
TUBGCP4,6.49976875079321e-12,0.0547400273987824,0.06,0.142,1.1177002343864e-07,TUBGCP4
WDR44,6.53657806333964e-12,0.228149219687034,0.067,0.101,1.12402996377188e-07,WDR44
CASP6,6.586535310545e-12,-0.148906131515585,0.03,0.171,1.13262061200132e-07,CASP6
2410004B18RIK,6.67877568377492e-12,-0.234119608129629,0.022,0.18,1.14848226658194e-07,2410004B18RIK
THOC3,6.68737917619351e-12,-0.274645165480686,0.015,0.181,1.14996172313824e-07,THOC3
PTTG1IP,6.6932917782517e-12,0.021103409146134,0.075,0.184,1.15097845418816e-07,PTTG1IP
ITGA6,6.90326270363955e-12,0.1248533442252,0.037,0.107,1.18708505451786e-07,ITGA6
MRTO4,6.95709741818794e-12,-0.0754455130827883,0.045,0.18,1.1963424720316e-07,MRTO4
YARS,7.10105168062915e-12,0.0369747600914351,0.037,0.121,1.22109684700099e-07,YARS
RNF145,7.11543837847533e-12,0.335933778605138,0.104,0.111,1.22357078356262e-07,RNF145
TNFAIP2,7.12690018910208e-12,0.261763415567795,0.179,0.29,1.22554175651799e-07,TNFAIP2
NME1,7.2166080002628e-12,-0.226291885306883,0.037,0.2,1.24096791172519e-07,NME1
SPIN1,7.21711124697501e-12,-0.105030111340832,0.03,0.151,1.24105445002982e-07,SPIN1
BAK1,7.23131647687925e-12,-0.296666390306042,0.022,0.202,1.24349718136416e-07,BAK1
SYS1,7.31604135033359e-12,-0.299799342648498,0.007,0.17,1.25806647060336e-07,SYS1
RWDD4A,7.35047191063259e-12,-0.124397148184741,0.03,0.161,1.26398714975238e-07,RWDD4A
CYTH3,7.37750926220698e-12,0.48786761655139,0.112,0.071,1.26863649272911e-07,CYTH3
PANX1,7.42029520027418e-12,0.159730381141672,0.075,0.132,1.27599396263915e-07,PANX1
AK3,7.46200925393286e-12,-0.017243027675514,0.037,0.134,1.28316711130629e-07,AK3
GAR1,7.48211562217862e-12,-0.190204926238239,0.022,0.163,1.28662460238983e-07,GAR1
CWF19L2,7.4860989030176e-12,0.274773437338057,0.09,0.116,1.28730956736291e-07,CWF19L2
TXLNA,7.49481263798580e-12,0.147276282708022,0.075,0.143,1.28880798122804e-07,TXLNA
ZFP511,7.56104047537437e-12,-0.249029093202286,0.052,0.231,1.30019652014538e-07,ZFP511
CNP,7.58102288142071e-12,-0.586366363800411,0.03,0.253,1.30363269468911e-07,CNP
ZC2HC1A,7.59523689237366e-12,-0.0960316640967115,0.045,0.183,1.30607693601257e-07,ZC2HC1A
GMPR2,7.64991341443992e-12,0.0421554515081401,0.067,0.166,1.31547911074709e-07,GMPR2
BRPF1,7.96870038200188e-12,0.322465803386376,0.09,0.101,1.37029771768904e-07,BRPF1
MCM6,8.00874112069132e-12,-0.559795716795988,0.045,0.27,1.37718312311408e-07,MCM6
CNOT7,8.06198970832201e-12,-0.00572237008519716,0.09,0.218,1.38633975024305e-07,CNOT7
IDH3A,8.07347099495593e-12,-0.335655582569751,0.022,0.208,1.38831407229262e-07,IDH3A
POLR2D,8.16743196520149e-12,-0.217186082467733,0.015,0.157,1.40447160073605e-07,POLR2D
IMP4,8.45144383042727e-12,-0.367735151080954,0.022,0.215,1.45331028108027e-07,IMP4
ANGEL2,8.49582771389094e-12,0.0684661246754725,0.052,0.155,1.46094253368069e-07,ANGEL2
MTFR1L,8.53325852215448e-12,-0.199868392699814,0.03,0.181,1.46737913546968e-07,MTFR1L
TRIM44,8.56286491848408e-12,0.204520339433563,0.067,0.129,1.47247025138252e-07,TRIM44
UPF3A,8.56951591119241e-12,-0.262974493698475,0.03,0.202,1.47361395608865e-07,UPF3A
ATG4B,8.58989621975617e-12,0.0767882602237058,0.067,0.148,1.47711855394927e-07,ATG4B
ORAI2,8.6344940354977e-12,0.156346923714588,0.06,0.105,1.48478759434418e-07,ORAI2
HMG20A,8.69795876900127e-12,0.209637932021718,0.06,0.12,1.49570098991746e-07,HMG20A
GM42031,8.74742095310757e-12,-0.231190525704266,0.052,0.228,1.50420650709638e-07,GM42031
MICALL1,8.85227471020827e-12,0.47656018606463,0.112,0.093,1.52223715916741e-07,MICALL1
ADAR,8.98627298232516e-12,0.370972209469815,0.127,0.134,1.54527950204063e-07,ADAR
ISG20L2,9.20777297510546e-12,0.269055725335842,0.082,0.1,1.58336864079913e-07,ISG20L2
NRM,9.24742042874178e-12,-0.269551255975249,0.022,0.185,1.59018641692644e-07,NRM
NUP54,9.54854361087895e-12,0.0289855342000142,0.067,0.174,1.64196755932674e-07,NUP54
GATD1,9.56484350308149e-12,-0.300829392290978,0.015,0.188,1.64477048878989e-07,GATD1
PDGFA,9.69610094502589e-12,0.220106573506956,0.104,0.181,1.66734151850665e-07,PDGFA
SIN3A,9.78593536863924e-12,-0.127841293464739,0.067,0.225,1.6827894459912e-07,SIN3A
UGP2,9.83510698929801e-12,-0.109965716671297,0.03,0.153,1.69124499787969e-07,UGP2
MAP7D1,1.0048250114566e-11,0.0566392114560897,0.119,0.235,1.72789708970077e-07,MAP7D1
MED31,1.01000346644194e-11,-0.308114811170395,0.022,0.199,1.73680196089357e-07,MED31
1110038F14RIK,1.01036540448535e-11,-0.315521608645908,0.03,0.213,1.737424349553e-07,1110038F14RIK
DDAH2,1.02461468127788e-11,-0.478803545322101,0.007,0.193,1.76192740592545e-07,DDAH2
ZYG11B,1.02525975988706e-11,0.140644296126584,0.06,0.101,1.76303668310179e-07,ZYG11B
RCBTB1,1.02887579006813e-11,0.227007935053342,0.097,0.132,1.76925480860116e-07,RCBTB1
MZT1,1.03505685544145e-11,-0.0763718333770773,0.022,0.14,1.77988376861713e-07,MZT1
RMDN1,1.03849656789196e-11,0.0747938381151445,0.037,0.11,1.78579869814701e-07,RMDN1
MRPS30,1.03964756415179e-11,-0.359549982567681,0.007,0.185,1.78777795131542e-07,MRPS30
INO80B,1.05490879747255e-11,-0.262523253750094,0.022,0.192,1.81402116813379e-07,INO80B
SLC25A51,1.05516869368192e-11,0.147388497880105,0.082,0.163,1.81446808565542e-07,SLC25A51
WIPI2,1.0597501169661e-11,0.0985098775283519,0.052,0.134,1.8223463011349e-07,WIPI2
ARL5C,1.09096582709605e-11,-0.132956556680921,0.239,0.457,1.87602483627437e-07,ARL5C
FAM53A,1.10399233594442e-11,0.0983240736247583,0.045,0.112,1.89842522089002e-07,FAM53A
CNTLN,1.11026311421953e-11,0.21088720851186,0.104,0.161,1.9092084512119e-07,CNTLN
SCD2,1.11225738528465e-11,0.459912740532658,0.112,0.082,1.91263779973549e-07,SCD2
NDUFS1,1.15122919178958e-11,-0.091992074243836,0.045,0.174,1.97965371820137e-07,NDUFS1
ING2,1.15610186728477e-11,-0.107031814125007,0.022,0.136,1.98803277098289e-07,ING2
CITED2,1.16946873057342e-11,-0.926720630857139,0.09,0.36,2.01101842909405e-07,CITED2
NMI,1.17522899066863e-11,-0.252831625385864,0.037,0.21,2.02092377235377e-07,NMI
JMJD6,1.18186535219797e-11,0.0834348513410646,0.06,0.134,2.03233565963962e-07,JMJD6
CCDC25,1.19158531780151e-11,-0.395961328815411,0,0.169,2.04905011249148e-07,CCDC25
DCTPP1,1.19158531780151e-11,-0.425244431588633,0,0.169,2.04905011249148e-07,DCTPP1
WDR43,1.1956502930676e-11,0.150011266011648,0.082,0.143,2.05604024395904e-07,WDR43
SEH1L,1.22151148403363e-11,-0.12446465283992,0.022,0.147,2.10051114794423e-07,SEH1L
ZDHHC6,1.22642717495481e-11,-0.00197272243158858,0.067,0.176,2.1089641700523e-07,ZDHHC6
SHMT2,1.22870321944076e-11,-0.0377037802017416,0.022,0.107,2.11287805615033e-07,SHMT2
PRMT2,1.23057330664995e-11,-0.0812492481902756,0.045,0.168,2.11609385811525e-07,PRMT2
IARS,1.24623498808314e-11,0.0674756569871581,0.06,0.134,2.14302568550776e-07,IARS
FRMD8,1.26205569725145e-11,-0.0180418682583114,0.052,0.157,2.1702309769936e-07,FRMD8
VANGL2,1.26302831506262e-11,-0.00738273032156034,0.037,0.134,2.17190349058168e-07,VANGL2
ASS1,1.28271796023971e-11,-0.501520617681953,0.09,0.327,2.20576180442821e-07,ASS1
NUP205,1.32649911281321e-11,0.277664443363228,0.082,0.103,2.2810478743936e-07,NUP205
PRKAR2A,1.33824673280933e-11,0.147411941149415,0.06,0.102,2.30124908173892e-07,PRKAR2A
GPR25,1.35488500635236e-11,-0.484618455314099,0.037,0.247,2.32986025692351e-07,GPR25
MECP2,1.39343520726523e-11,-0.138563379559292,0.045,0.192,2.39615118241329e-07,MECP2
BC017643,1.39938918075893e-11,0.0728783581663596,0.067,0.158,2.40638963523306e-07,BC017643
PDXK,1.40132702935962e-11,0.132098349457212,0.052,0.118,2.4097219596868e-07,PDXK
MPG,1.40884979937059e-11,-0.165100846678813,0.022,0.155,2.42265811499766e-07,MPG
USP24,1.41021897235214e-11,0.330600439290117,0.09,0.106,2.42501254485673e-07,USP24
DECR1,1.41767147641745e-11,-0.307593728349819,0.015,0.184,2.43782787084745e-07,DECR1
FANCL,1.43394062573429e-11,-0.0204294338361229,0.052,0.161,2.46580430001268e-07,FANCL
PARP14,1.43656100372952e-11,0.358114573946468,0.112,0.168,2.47031030201328e-07,PARP14
AQR,1.45624848208324e-11,0.230795292099617,0.104,0.15,2.50416488979034e-07,AQR
CPNE3,1.45722486078004e-11,-0.275425281506493,0.067,0.261,2.50584387059735e-07,CPNE3
DHX16,1.46524513325307e-11,0.0339999750260702,0.037,0.127,2.51963553114197e-07,DHX16
ALDH16A1,1.51343005867175e-11,0.0303984323017325,0.06,0.15,2.60249432889193e-07,ALDH16A1
DESI1,1.51696171943652e-11,-0.128958829107398,0.03,0.164,2.60856737274304e-07,DESI1
ZSCAN26,1.51989812836703e-11,0.266946391900347,0.082,0.112,2.61361682153994e-07,ZSCAN26
FTL1-PS1,1.52745716749298e-11,-0.302786267658862,0.015,0.184,2.62661534522094e-07,FTL1-PS1
MRPL35,1.5282658853259e-11,-0.196862105804821,0.03,0.181,2.62800601640642e-07,MRPL35
PPP3CA,1.54591907423983e-11,0.0331177344524194,0.06,0.155,2.65836244006282e-07,PPP3CA
LRRK2,1.5762218603228e-11,0.285446155023786,0.09,0.129,2.71047111101109e-07,LRRK2
U2AF1L4,1.57812177844422e-11,-0.178338151970116,0.022,0.161,2.71373821021268e-07,U2AF1L4
FH1,1.59086617627169e-11,-0.132760251378593,0.06,0.202,2.7356534767168e-07,FH1
MTF2,1.60776571902018e-11,0.0826731421591535,0.075,0.158,2.7647139304271e-07,MTF2
HAGH,1.60848415576029e-11,-0.179209449483817,0.067,0.23,2.7659493542454e-07,HAGH
ALG1,1.64109536837298e-11,0.00179516827417381,0.03,0.113,2.82202759545418e-07,ALG1
SAMD9L,1.65157750462887e-11,0.035999163675049,0.06,0.158,2.84005267695981e-07,SAMD9L
RRM1,1.65477890869203e-11,0.158392565942335,0.075,0.186,2.84555781138681e-07,RRM1
TGFBR2,1.68214681922344e-11,0.231244777125905,0.075,0.116,2.89261967033662e-07,TGFBR2
SLC25A19,1.71365814581036e-11,0.00884435485546009,0.052,0.15,2.94680654753549e-07,SLC25A19
UTP15,1.72365832381067e-11,0.187319435208979,0.06,0.101,2.96400285362483e-07,UTP15
PRDX4,1.73749294133374e-11,-0.174938735387494,0.045,0.195,2.9877928619175e-07,PRDX4
MAP2K3,1.7411873931256e-11,0.135425099288841,0.067,0.137,2.99414584121879e-07,MAP2K3
RFC3,1.75073283672287e-11,-0.0810626296038952,0.015,0.119,3.01056018602865e-07,RFC3
ZBTB18,1.77860743615268e-11,0.0683273883188746,0.075,0.168,3.05849334720815e-07,ZBTB18
TXNL4A,1.82160274648611e-11,-0.231041182716305,0.037,0.203,3.13242808285751e-07,TXNL4A
NIPSNAP1,1.83116837928085e-11,-0.399640189581012,0.007,0.189,3.14887714501135e-07,NIPSNAP1
FES,1.85335507364147e-11,-0.14307133029221,0.037,0.176,3.18702938463388e-07,FES
PALLD,1.92617173010599e-11,-0.0978027419038259,0.097,0.27,3.31224490709025e-07,PALLD
RFC5,1.95092469021749e-11,-0.169272433308195,0.03,0.166,3.354810097298e-07,RFC5
MYG1,2.04058427380758e-11,-0.239089947264422,0.03,0.193,3.50898871723951e-07,MYG1
PYCR2,2.04611974769952e-11,-0.192525915683858,0.037,0.192,3.51850751814409e-07,PYCR2
WDR70,2.07372612102116e-11,0.0494158492896803,0.06,0.146,3.56597943770799e-07,WDR70
EPB41,2.07828698809805e-11,0.220096606338807,0.075,0.116,3.57382230473341e-07,EPB41
PTRH2,2.0833550799652e-11,-0.369618342008515,0,0.166,3.58253739550816e-07,PTRH2
ARPIN,2.09942593823215e-11,0.0755509549996783,0.075,0.181,3.610172843384e-07,ARPIN
UFSP2,2.09959034307689e-11,-0.0418928757620052,0.03,0.136,3.61045555395502e-07,UFSP2
IMPAD1,2.11154190259037e-11,0.148905126331492,0.06,0.12,3.63100745569439e-07,IMPAD1
UCKL1,2.13220728952944e-11,0.00372024328797904,0.037,0.148,3.66654365507483e-07,UCKL1
CPSF3,2.19339455887386e-11,-0.208578868956935,0.03,0.184,3.77176128343948e-07,CPSF3
RBM34,2.19671058135445e-11,0.191936083022675,0.075,0.127,3.77746351569712e-07,RBM34
GNPNAT1,2.22455779187542e-11,-0.0850750125614725,0.037,0.155,3.82534957890897e-07,GNPNAT1
ARHGAP25,2.24602938325237e-11,0.0791444845172323,0.052,0.133,3.86227212744078e-07,ARHGAP25
VIRMA,2.2629385591253e-11,0.0513650387382002,0.097,0.197,3.89134914627186e-07,VIRMA
UHRF1,2.26911209701607e-11,-0.337420549929118,0.052,0.249,3.90196516202884e-07,UHRF1
CEP85L,2.27143290007799e-11,0.185077035422115,0.097,0.158,3.90595601497411e-07,CEP85L
ASCC1,2.27928250730588e-11,-0.335454774393756,0.015,0.192,3.91945419956319e-07,ASCC1
THAP7,2.2821187298668e-11,-0.0388398345702075,0.037,0.143,3.92433136787894e-07,THAP7
NBN,2.29664830438137e-11,0.154721841700559,0.09,0.15,3.94931642421421e-07,NBN
DPYSL2,2.31553018572116e-11,0.32230349913196,0.09,0.103,3.98178570736612e-07,DPYSL2
NSRP1,2.32831565236095e-11,-0.0337061177316441,0.037,0.143,4.00377159579989e-07,NSRP1
MRPL3,2.38881740169387e-11,-0.0567209820097331,0.052,0.171,4.10781040395278e-07,MRPL3
PRR29,2.41861454469865e-11,-0.649170519017387,0.03,0.244,4.15904957106379e-07,PRR29
DNAJC30,2.41876258965008e-11,-0.280454047250919,0.015,0.182,4.15930414916227e-07,DNAJC30
CORO1C,2.4190437731912e-11,-0.105671251097753,0.037,0.163,4.15978767237958e-07,CORO1C
RSL24D1,2.48076090592734e-11,-0.330369479516722,0.015,0.191,4.26591645383265e-07,RSL24D1
PHTF1,2.48309491261983e-11,0.183339302132628,0.09,0.15,4.26993001174105e-07,PHTF1
TCF20,2.49123664233158e-11,0.282926711831636,0.09,0.113,4.28393053015338e-07,TCF20
TSC22D1,2.52419171345553e-11,-0.397954878763261,0.082,0.296,4.34060007045813e-07,TSC22D1
ARL5A,2.54837841702184e-11,0.0387585099396429,0.067,0.179,4.38219152591076e-07,ARL5A
CHST1,2.55056596817095e-11,-0.207277527993904,0.045,0.196,4.38595323886677e-07,CHST1
AMZ2,2.56797570980062e-11,0.131704523870952,0.06,0.114,4.41589103057315e-07,AMZ2
PFDN4,2.56828681540503e-11,-0.315416426219632,0.022,0.202,4.4164260077705e-07,PFDN4
TRIM8,2.57748288820166e-11,-0.0273406947237813,0.052,0.163,4.43223957455158e-07,TRIM8
RAB26,2.61318041941018e-11,-0.01500734052178,0.06,0.166,4.49362504921774e-07,RAB26
THAP4,2.62106851026211e-11,0.116108031220604,0.052,0.129,4.50718941024673e-07,THAP4
CRYL1,2.64832828673224e-11,-0.212441605368716,0.052,0.217,4.55406532186475e-07,CRYL1
SPCS3,2.64973911821868e-11,0.068508345499902,0.075,0.174,4.55649138768884e-07,SPCS3
MCEMP1,2.68501062228375e-11,-0.126592622615747,0.082,0.241,4.61714426607913e-07,MCEMP1
CANT1,2.70459925906886e-11,0.149132498633888,0.067,0.121,4.65082888589482e-07,CANT1
MID1IP1,2.73351142912898e-11,-0.366284755211413,0.022,0.209,4.7005462535302e-07,MID1IP1
HSPA1B,2.7471400188639e-11,-1.45569830084211,0.269,0.578,4.72398197643837e-07,HSPA1B
TUBA1C,2.81012619882395e-11,-0.517623458025782,0.194,0.461,4.83229301149766e-07,TUBA1C
FXYD5,2.83112174475436e-11,-0.179657871882897,0.112,0.296,4.86839695227959e-07,FXYD5
TMED8,2.85044058009561e-11,0.222267574655117,0.082,0.124,4.90161762153241e-07,TMED8
CLIP2,2.8506059350688e-11,0.0381657066057719,0.09,0.202,4.90190196594431e-07,CLIP2
EIF4E3,2.86222650431143e-11,0.0808797429388948,0.037,0.105,4.92188469681394e-07,EIF4E3
CAMTA2,2.87643256147663e-11,0.0915846262677759,0.067,0.124,4.94631343271521e-07,CAMTA2
HSPA2,2.89807230505944e-11,-0.301374516401828,0.104,0.309,4.98352513578021e-07,HSPA2
AAGAB,2.90189333287408e-11,-0.179127427141984,0.022,0.157,4.99009577521027e-07,AAGAB
ZBTB17,2.91475399215754e-11,0.135968523587093,0.052,0.11,5.01221096491411e-07,ZBTB17
DHDDS,2.95403364051666e-11,0.0062235306858236,0.045,0.134,5.07975624823245e-07,DHDDS
ELK4,3.01491065719266e-11,0.432946863350039,0.097,0.103,5.1844403661085e-07,ELK4
APEH,3.02204597065377e-11,-0.266512413931468,0.022,0.187,5.19671025113622e-07,APEH
GOLGA5,3.1024193287026e-11,-0.0734967751127589,0.06,0.188,5.33492027763698e-07,GOLGA5
PI4KA,3.10484573280017e-11,0.0830492823242562,0.045,0.119,5.33909272212317e-07,PI4KA
TRIM41,3.11259822692033e-11,0.207116412102322,0.067,0.106,5.35242391101219e-07,TRIM41
BLOC1S4,3.12365876185141e-11,-0.14608094450275,0.045,0.184,5.37144360687969e-07,BLOC1S4
GM5617,3.13115212062817e-11,-0.227944234004064,0.015,0.157,5.3843291866322e-07,GM5617
ACADVL,3.13475861343222e-11,-0.0776836190258433,0.045,0.167,5.39053091165805e-07,ACADVL
SEC23B,3.16486403538281e-11,-0.227227797272918,0.03,0.191,5.44230019524428e-07,SEC23B
HIST1H2AE,3.1839129662518e-11,-0.815626099319844,0.015,0.212,5.4750567367666e-07,HIST1H2AE
POLR2H,3.28974974709994e-11,-0.187354776081329,0.022,0.163,5.65705366511306e-07,POLR2H
GIPC1,3.30581748806237e-11,-0.307441078834847,0.007,0.173,5.68468375247205e-07,GIPC1
AARS,3.3158417074471e-11,-0.22327437994331,0.022,0.171,5.70192140012604e-07,AARS
CLDN10,3.31918617586868e-11,-0.123367175238675,0.06,0.202,5.70767254802378e-07,CLDN10
FUNDC1,3.32797780069776e-11,-0.37560091824058,0.015,0.202,5.72279062607986e-07,FUNDC1
SEC16A,3.39985231048196e-11,0.298421599014247,0.09,0.116,5.84638603310478e-07,SEC16A
SRC,3.40202876713212e-11,0.0455066911185585,0.037,0.119,5.8501286679604e-07,SRC
GPAA1,3.4716344127235e-11,0.146932041223542,0.075,0.114,5.96982253611933e-07,GPAA1
