p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.35087055533056e-05,0.125584673088898,0.18,0.09,1,1,ERLIN2
7.44912029646923e-05,-0.246359542112327,0.429,0.472,1,1,NDUFB3
7.47785116270272e-05,-0.190202861889384,0.462,0.453,1,1,TRAPPC4
7.56513679645928e-05,0.179508668306935,0.59,0.448,1,1,PKN2
7.6615116245068e-05,-0.19209088235363,0.699,0.692,1,1,SELENOF
7.73683775642996e-05,0.109368920416256,0.455,0.332,1,1,WBP4
7.75736583687137e-05,0.0852018499395006,0.429,0.317,1,1,UFM1
7.8789426215335e-05,-0.217819143709254,0.741,0.734,1,1,PRKAR1A
7.88841409142087e-05,0.193684159845121,0.534,0.389,1,1,DNM2
7.88913613873857e-05,0.26606636091829,0.68,0.541,1,1,KRCC1
7.91308145137209e-05,-0.284474479643417,0.335,0.398,1,1,HNRNPD
7.97208007825654e-05,-0.116722316114508,0.372,0.343,1,1,VPS4B
8.06533789935538e-05,-0.140398706225128,0.177,0.176,1,1,NFIC
8.06551582974413e-05,0.260316000384333,0.402,0.265,1,1,ZC3H7A
8.12665832247185e-05,-0.213623787141896,0.568,0.581,1,1,SNRPC
8.15076586193433e-05,-0.21851326709876,0.041,0.111,1,1,ASF1B
8.20103337198709e-05,-0.262351570441824,0.139,0.239,1,1,TOR1A
8.20802630604481e-05,0.0288571403077336,0.226,0.152,1,1,RIC1
8.20838292445408e-05,-0.260429499630203,0.132,0.21,1,1,RIF1
8.2163048894634e-05,0.207895066215769,0.59,0.444,1,1,CYFIP1
8.24492623254458e-05,0.292997201483542,0.331,0.203,1,1,WLS
8.25446546985981e-05,-0.229537180006972,0.083,0.155,1,1,CARNMT1
8.28976291986809e-05,0.161616295586755,0.613,0.474,1,1,ADIPOR1
8.30427965534648e-05,0.0225467170489939,0.549,0.445,1,1,COMMD3
8.31928727745523e-05,-0.209151907190131,0.169,0.193,1,1,GMNN
8.32716815627675e-05,0.087106826357225,0.35,0.24,1,1,MTCH1
8.37004023571274e-05,-0.172803740350278,0.305,0.308,1,1,SEC22B
8.376566977868e-05,-0.325160341254463,0.199,0.328,1,1,ZEB2
8.41642367748353e-05,0.190776965496474,0.147,0.062,1,1,DNAAF3
8.42887615842523e-05,0.30070253757773,0.41,0.274,1,1,GSDMD
8.48668441248331e-05,-0.138907388007117,0.726,0.69,1,1,SPCS1
8.6428378731775e-05,0.0883802478058261,0.357,0.251,1,1,ENSA
8.6556451967499e-05,-0.110150407103965,0.459,0.417,1,1,BECN1
8.75518870165633e-05,-0.283543316972218,0.41,0.474,1,1,TMEM173
8.78448562781491e-05,-0.801183862909308,0.053,0.123,1,1,HIST1H1D
8.8245245806846e-05,0.0936493708336527,0.226,0.136,1,1,TXNDC12
8.87372189438231e-05,0.130690455800577,0.207,0.113,1,1,NUMB
8.89513605188195e-05,-0.149320298071702,0.568,0.545,1,1,EIF3L
8.99687479576827e-05,-0.298881039310936,0.301,0.364,1,1,HIF1A
9.01955227399414e-05,0.100366417545117,0.132,0.057,1,1,PARP10
9.03822961108094e-05,-0.147291314982402,0.598,0.581,1,1,UQCRC2
9.08857245795646e-05,-0.275055696648063,0.165,0.251,1,1,TOMM40
9.12358785380457e-05,-0.217240953414193,0.199,0.2,1,1,DGAT1
9.12511925145317e-05,-0.257375236824067,0.421,0.483,1,1,PFDN2
9.35146084521616e-05,-0.249777551518753,0.079,0.173,1,1,DIAPH2
9.36913508979017e-05,-0.300958705007824,0.199,0.283,1,1,ARIH1
9.37183143681277e-05,0.0553716327874307,0.594,0.481,1,1,BRD2
9.38038295061435e-05,-0.192814569274574,0.094,0.197,1,1,PPIE
9.48949653686109e-05,0.0088393463513724,0.271,0.201,1,1,MFHAS1
9.62027800384172e-05,0.28333058085731,0.553,0.416,1,1,MVB12A
9.66032804127982e-05,0.190819373285402,0.199,0.1,1,1,TGTP1
9.74229711989065e-05,0.205902724405003,0.297,0.176,1,1,ERO1LB
9.74781935891743e-05,-0.195463456098996,0.049,0.133,1,1,TRIM37
9.74793484471257e-05,-0.223912915405093,0.109,0.163,1,1,CSNK1E
9.76246025484746e-05,-0.204297195288387,0.053,0.141,1,1,PTPN22
9.77038127784579e-05,-0.227520136312811,0.086,0.186,1,1,THYN1
9.77869438253427e-05,-0.265411581959755,0.147,0.24,1,1,CLPP
9.78626890543588e-05,-0.302428448823745,0.293,0.366,1,1,PURB
9.78709823818012e-05,-0.176019223057836,0.049,0.111,1,1,SUCLG2
9.90444067585942e-05,-0.252042722740208,0.038,0.115,1,1,ITGAX
9.9438080396045e-05,0.194326304585479,0.417,0.282,1,1,STK19
9.94645969942786e-05,-0.181988467760614,0.083,0.122,1,1,ATP2A2
9.95942129332278e-05,0.200121514760626,0.429,0.294,1,1,ZFP467
0.000100263724683185,0.238875215475649,0.383,0.25,1,1,ZFAND3
0.000101007916308993,0.274775188408709,0.143,0.061,1,1,M1AP
0.000101221133079676,0.0977766607338384,0.94,0.849,1,1,ATOX1
0.000101406274339368,-0.304314684283842,0.485,0.583,1,1,SNRPG
0.000102505559128357,-0.0152516689586496,0.305,0.234,1,1,NDFIP2
0.000102531251517538,0.0798999429948267,0.305,0.204,1,1,TTC39A
0.000102824241980045,-0.330245567455034,0.211,0.304,1,1,MYO5A
0.000103102247676088,-0.224031758341891,0.293,0.324,1,1,SNRNP27
0.000103226066604562,-0.235669253843434,0.214,0.27,1,1,SNAPC5
0.000103759135212917,-0.355600754663263,0.241,0.326,1,1,SIAH2
0.000105051654917454,-0.0601757653611413,0.523,0.462,1,1,TRAPPC6B
0.000105754006833142,-0.271007547891668,0.278,0.343,1,1,BAZ1A
0.000106385586673198,-0.246347938243444,0.549,0.572,1,1,DCUN1D5
0.000106442147938309,-0.285424395200253,0.233,0.309,1,1,MICAL3
0.000107134544184907,0.247201333996093,0.462,0.322,1,1,BLOC1S2
0.000108244249744037,0.151927219491239,0.925,0.831,1,1,ATP5H
0.00010829785698303,-0.00264796526685629,0.102,0.057,1,1,BIK
0.000110282314626441,-0.206204820099507,0.056,0.145,1,1,CD72
0.000110500403946436,-0.249476256557109,0.117,0.201,1,1,URI1
0.000110564762549764,0.243305364818687,0.41,0.274,1,1,ZFP217
0.00011065261996657,-0.325393073396782,0.406,0.482,1,1,ZC3H15
0.000110874817461905,0.045443172590137,0.271,0.196,1,1,ZHX2
0.000111363977204057,-0.140348463300559,0.365,0.333,1,1,RGS10
0.000111489925462501,0.124848358573767,0.248,0.149,1,1,IP6K2
