,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene_name
ZFP511,1.01622153234318e-09,-0.307827758030562,0.052,0.22,1.74749454701733e-05,ZFP511
RASSF5,1.03367012812296e-09,-0.520469575672566,0.015,0.188,1.77749915232024e-05,RASSF5
SRSF9,1.04172606915096e-09,-0.323027280156666,0.022,0.177,1.79135214851199e-05,SRSF9
ARFGEF1,1.04485071075671e-09,0.29517625258925,0.134,0.138,1.79672528221723e-05,ARFGEF1
MAP7D1,1.10092584290026e-09,0.271668687207873,0.119,0.132,1.89315207945129e-05,MAP7D1
INO80E,1.10428846033772e-09,-0.150090335624829,0.037,0.155,1.89893443639674e-05,INO80E
ANGEL2,1.1058388018572e-09,0.0437559811577785,0.052,0.138,1.90160040367365e-05,ANGEL2
ADAR,1.11123393730438e-09,0.304168175984477,0.127,0.139,1.9108778785886e-05,ADAR
ALYREF,1.11888999344935e-09,-0.344389807069648,0,0.134,1.9240432327355e-05,ALYREF
SIVA1,1.17041852611473e-09,-0.350506280093254,0,0.134,2.01265169750689e-05,SIVA1
SMS,1.19111890937164e-09,0.230622346991621,0.104,0.133,2.04824807655547e-05,SMS
AQR,1.19699186023637e-09,0.321599915517874,0.104,0.095,2.05834720286246e-05,AQR
RRAGA,1.21225177597455e-09,-0.372966215113479,0.015,0.172,2.08458815396584e-05,RRAGA
AP1S3,1.21367714825791e-09,-0.079891929750648,0.045,0.145,2.0870392241443e-05,AP1S3
DYNLT1B,1.21589877290289e-09,-0.183801974410943,0.037,0.163,2.09085952988381e-05,DYNLT1B
KIN,1.21848977034154e-09,0.0689053309271243,0.067,0.134,2.09531500907931e-05,KIN
LYRM2,1.23199447466744e-09,-0.1994387019472,0.015,0.131,2.11853769863813e-05,LYRM2
PREB,1.23557278536534e-09,0.17136492504211,0.097,0.139,2.12469096171423e-05,PREB
PTTG1IP,1.24258651870963e-09,0.10268673334726,0.075,0.134,2.13675177757307e-05,PTTG1IP
PDXK,1.24967979731551e-09,0.0477307650401948,0.052,0.127,2.14894937946376e-05,PDXK
TSPYL1,1.26306200371801e-09,-0.0743784736674005,0.082,0.199,2.17196142159349e-05,TSPYL1
CRCP,1.27200365605617e-09,-0.327325265937704,0.022,0.178,2.18733748695419e-05,CRCP
TMUB2,1.29349392785288e-09,0.333455530796771,0.104,0.088,2.22429215833582e-05,TMUB2
ECHS1,1.29399384781389e-09,-0.192830190373451,0.022,0.142,2.22515182070077e-05,ECHS1
UCKL1,1.30635645633211e-09,-0.0690005067458636,0.037,0.147,2.2464105623087e-05,UCKL1
SLC35A3,1.3104797458855e-09,0.161729440207515,0.06,0.106,2.2535009710247e-05,SLC35A3
AP1S1,1.32711083738478e-09,-0.0660234283688489,0.075,0.181,2.28209979596687e-05,AP1S1
PLEKHO1,1.35285026002474e-09,-0.419400672125958,0.015,0.18,2.32636130713854e-05,PLEKHO1
PHB,1.36518998982648e-09,0.156919901721827,0.082,0.12,2.34758070650561e-05,PHB
PBX1,1.368113561044e-09,0.255395296778189,0.119,0.16,2.35260807957125e-05,PBX1
TEN1,1.38663836590246e-09,-0.392814238351817,0.022,0.194,2.38446333400587e-05,TEN1
FOXP1,1.40888183780436e-09,0.154493016259606,0.097,0.151,2.42271320828837e-05,FOXP1
TSG101,1.41426638232601e-09,-0.213608538486699,0.052,0.195,2.4319724710478e-05,TSG101
DNAJB9,1.4342805235807e-09,0.241876277671223,0.261,0.323,2.46638878834938e-05,DNAJB9
TMEM110,1.45156702571986e-09,0.0316852875978791,0.06,0.131,2.49611465742786e-05,TMEM110
UBE2Z,1.48066025378166e-09,-0.0393154105844163,0.052,0.146,2.54614337240294e-05,UBE2Z
FAM126A,1.48576788765053e-09,0.17540473204269,0.075,0.118,2.55492645960385e-05,FAM126A
B9D2,1.5068269984596e-09,-0.196582412122378,0.022,0.145,2.59113970655113e-05,B9D2
SCNM1,1.53897104369609e-09,-0.177605888749564,0.06,0.197,2.64641460673979e-05,SCNM1
TRAPPC9,1.54849898305719e-09,0.33443157013374,0.134,0.128,2.66279885126515e-05,TRAPPC9
APOPT1,1.56057650446166e-09,-0.221253950482735,0.037,0.173,2.68356735707227e-05,APOPT1
SMIM12,1.59754333017895e-09,-0.240484044308521,0.015,0.141,2.74713551057573e-05,SMIM12
BIN1,1.60128105725479e-09,-0.231343978643866,0.03,0.162,2.75356290605533e-05,BIN1
EFNA2,1.65463095328189e-09,0.0199613638043262,0.067,0.143,2.84530338726353e-05,EFNA2
PSMD5,1.68188176215237e-09,-0.129242806700877,0.015,0.12,2.89216387819722e-05,PSMD5
HSPBAP1,1.68915401429797e-09,0.249482456513617,0.082,0.102,2.90466924298679e-05,HSPBAP1
RANGAP1,1.69346537549174e-09,0.135752462498409,0.075,0.119,2.9120830596956e-05,RANGAP1
PLXND1,1.71960794809775e-09,0.308708729660755,0.119,0.137,2.95703782754889e-05,PLXND1
PEX14,1.72349745379328e-09,0.217095177328839,0.082,0.105,2.96372622154293e-05,PEX14
RPL27-PS3,1.72811538750794e-09,-0.347563478094879,0,0.131,2.97166722035866e-05,RPL27-PS3
PDPK1,1.7392523116274e-09,0.16868585024197,0.09,0.135,2.99081827507449e-05,PDPK1
SESN2,1.74610874375989e-09,0.148590085094203,0.104,0.169,3.0026085957695e-05,SESN2
TSNAX,1.75936945929553e-09,0.0721413568595228,0.052,0.114,3.02541172220459e-05,TSNAX
CBX5,1.76004720363938e-09,0.229493842654671,0.082,0.101,3.02657717137827e-05,CBX5
KLHDC2,1.81398574245889e-09,0.0362009818448977,0.052,0.124,3.11932988273231e-05,KLHDC2
MBOAT7,1.81457752868387e-09,0.221387355428365,0.104,0.13,3.12034751832479e-05,MBOAT7
TANGO2,1.82180168210845e-09,-0.169033530855277,0.067,0.208,3.1327701725537e-05,TANGO2
AARS,1.87105759679333e-09,-0.284945637778554,0.022,0.164,3.21747064344581e-05,AARS
TOR2A,1.8711095282352e-09,-0.0153942652776324,0.037,0.113,3.21755994475325e-05,TOR2A
VIPAS39,1.8847924871593e-09,0.102740867083847,0.06,0.102,3.24108916091914e-05,VIPAS39
DYNLT3,1.89402870623216e-09,-0.136158716945331,0.022,0.13,3.25697176323683e-05,DYNLT3
CIAPIN1,1.90516366951365e-09,0.185706641404254,0.082,0.105,3.27611944609567e-05,CIAPIN1
SGPP1,1.91575890347836e-09,0.391723196952765,0.112,0.077,3.29433901042138e-05,SGPP1
GCLC,1.92709569492215e-09,-0.689471264434253,0.127,0.359,3.31383375698812e-05,GCLC
LSR,1.92879144169311e-09,0.0244487766395597,0.037,0.106,3.31674976313547e-05,LSR
FKBP3,1.95006340839983e-09,-0.214294239091991,0.03,0.158,3.35332903708434e-05,FKBP3
GOLGA7,1.95754271626358e-09,-0.267910732282122,0.045,0.196,3.36619045488685e-05,GOLGA7
PIM3,1.96956873205236e-09,0.162417931665472,0.104,0.174,3.38687039163724e-05,PIM3
CASP8,1.97158686001759e-09,0.175150557026179,0.082,0.119,3.39034076448625e-05,CASP8
MCEMP1,2.02799230198045e-09,-0.156153306954366,0.082,0.219,3.48733556248559e-05,MCEMP1
RWDD4A,2.03190534569184e-09,-0.0282637693563416,0.03,0.106,3.49406443245169e-05,RWDD4A
KLF2,2.03287353987622e-09,-1.03241871168719,0.433,0.696,3.49572933917114e-05,KLF2
CLNS1A,2.03671208108729e-09,-0.201731984715981,0.015,0.13,3.50233009463771e-05,CLNS1A
ATG4B,2.05182040722288e-09,0.118709338030806,0.067,0.108,3.52831037226046e-05,ATG4B
GCLM,2.05957381108147e-09,-0.116183876017825,0.06,0.179,3.54164312553569e-05,GCLM
POP7,2.06489181596766e-09,-0.180866839777394,0.015,0.129,3.55078796673799e-05,POP7
ZFP296,2.11396858629387e-09,-0.397650248939296,0.015,0.175,3.63518038099093e-05,ZFP296
TMEM70,2.12893828906492e-09,-0.359715492956617,0.037,0.208,3.66092228187603e-05,TMEM70
TMEM192,2.13718191591736e-09,-0.062736214051119,0.037,0.129,3.67509802261149e-05,TMEM192
DTX3L,2.16642294185203e-09,-0.411525222808028,0.045,0.229,3.72538089080874e-05,DTX3L
2210016F16RIK,2.20378309465601e-09,-0.262575083430981,0.045,0.194,3.78962540957047e-05,2210016F16RIK
UBTF,2.23780152344703e-09,-0.0410123977130366,0.09,0.198,3.84812349971951e-05,UBTF
ALDH16A1,2.23816109291009e-09,-0.0783411427875145,0.06,0.167,3.84874181536819e-05,ALDH16A1
CERS5,2.27948052735089e-09,0.126422740714945,0.119,0.181,3.91979471483259e-05,CERS5
SOWAHC,2.28028977383751e-09,-0.0756766615708501,0.097,0.223,3.92118629509098e-05,SOWAHC
TMEM184B,2.29534924347644e-09,0.231384601711494,0.082,0.1,3.94708255908208e-05,TMEM184B
UBE2V2,2.29831597128696e-09,-0.000298416456148254,0.052,0.131,3.95218414422505e-05,UBE2V2
SMIM7,2.34272370295938e-09,-0.118727744981606,0.06,0.178,4.02854767960895e-05,SMIM7
MSL1,2.38030347701008e-09,0.0489052574804639,0.082,0.16,4.09316985906653e-05,MSL1
CNEP1R1,2.38184105241822e-09,0.126642924553933,0.067,0.111,4.09581387373836e-05,CNEP1R1
RBMXL1,2.38971911156121e-09,-0.178264469603878,0.03,0.152,4.10936098424066e-05,RBMXL1
ATG101,2.43853097856526e-09,-0.0443389594820522,0.045,0.134,4.19329787074083e-05,ATG101
NKAP,2.47923013113358e-09,-0.393760533550679,0.015,0.173,4.2632841334973e-05,NKAP
RABL6,2.50756086643777e-09,0.202303731820681,0.082,0.114,4.31200166592639e-05,RABL6
1700123O20RIK,2.50872637654781e-09,-0.300036234418848,0.007,0.143,4.31400587711161e-05,1700123O20RIK
PIGS,2.53791236951237e-09,0.108084281039413,0.06,0.104,4.36419411061348e-05,PIGS
CMAS,2.5419713098784e-09,0.225972196092456,0.097,0.11,4.3711738644669e-05,CMAS
VMP1,2.6029230502904e-09,0.189920161760889,0.112,0.151,4.47598647727937e-05,VMP1
PPP3CB,2.61630586494089e-09,0.149257038799603,0.075,0.118,4.49899956535236e-05,PPP3CB
CDC26,2.64501346648192e-09,-0.383759220295507,0.015,0.173,4.54836515696232e-05,CDC26
9130401M01RIK,2.66024225685889e-09,-0.102846782490739,0.03,0.128,4.57455258489455e-05,9130401M01RIK
DDX39,2.67168656180122e-09,-0.193965373949036,0.037,0.164,4.59423221167338e-05,DDX39
TNFAIP2,2.70942262540378e-09,0.225358890900569,0.179,0.266,4.65912314664434e-05,TNFAIP2
NUP54,2.79125183370483e-09,0.0882671950236655,0.067,0.126,4.79983665323882e-05,NUP54
MRPS6,2.80068121399051e-09,-0.16558408426211,0.06,0.191,4.81605141557808e-05,MRPS6
BRD9,2.83261570922379e-09,0.281474022557576,0.112,0.125,4.87096597358123e-05,BRD9
ERLEC1,2.83275525980431e-09,0.143459609142208,0.067,0.106,4.87120594475949e-05,ERLEC1
SNX12,2.86192038626384e-09,-0.065560447781308,0.037,0.129,4.9213582962193e-05,SNX12
SMC5,2.8714369106513e-09,0.331154308502621,0.119,0.117,4.93772291155598e-05,SMC5
CDK4,2.87634980473417e-09,-0.357283845928763,0.037,0.201,4.94617112422087e-05,CDK4
SDHC,2.88033922410486e-09,-0.0839625259491164,0.037,0.136,4.95303132977071e-05,SDHC
MCOLN1,2.90259820236282e-09,0.233579710221175,0.082,0.105,4.99130786878311e-05,MCOLN1
ISYNA1,2.92418337378231e-09,-0.0515308638394965,0.045,0.136,5.02842572955606e-05,ISYNA1
UBQLN2,2.97253307469252e-09,0.0226485110657217,0.06,0.144,5.11156787524125e-05,UBQLN2
TMEM208,2.97488817590213e-09,-0.235614624273046,0.06,0.21,5.1156177072813e-05,TMEM208
ACO1,2.98254406994984e-09,0.171997983382153,0.082,0.122,5.12878278268574e-05,ACO1
POLD1,2.9978707083676e-09,0.0130130759601574,0.097,0.191,5.15513847010893e-05,POLD1
GRK2,3.00273791819889e-09,-0.124347867712161,0.06,0.176,5.16350812413481e-05,GRK2
MPRIP,3.05450606986495e-09,0.236296612382264,0.082,0.104,5.25252863773977e-05,MPRIP
MTMR1,3.12167771099432e-09,0.198060175861864,0.112,0.157,5.36803699182583e-05,MTMR1
CYB561D2,3.1670766026294e-09,0.082330955443121,0.06,0.112,5.44610492588152e-05,CYB561D2
TRIM12C,3.18105743958912e-09,-0.236503809118063,0.06,0.21,5.47014637311746e-05,TRIM12C
MYOF,3.2082206136005e-09,0.263994132407329,0.097,0.138,5.51685616714741e-05,MYOF
VPS52,3.29184825428826e-09,-0.0988959144555035,0.067,0.181,5.66066225807409e-05,VPS52
C1D,3.30534908177629e-09,-0.19887792385646,0.06,0.2,5.68387828102251e-05,C1D
FUNDC1,3.32060428273142e-09,-0.36727992631543,0.015,0.17,5.71011112458495e-05,FUNDC1
DHRS1,3.35856928582559e-09,-0.119293505415509,0.03,0.133,5.77539574390568e-05,DHRS1
YIF1A,3.38561902617939e-09,-0.0316310635393064,0.03,0.112,5.82191047741808e-05,YIF1A
TNRC6C,3.42802433547e-09,0.197485879115835,0.082,0.115,5.89483064727422e-05,TNRC6C
SLC25A38,3.45872995930107e-09,-0.21038302977967,0.045,0.179,5.94763203801411e-05,SLC25A38
WBP11,3.46314355376625e-09,0.0524069127529082,0.112,0.2,5.95522165505644e-05,WBP11
ALKBH7,3.48925008646789e-09,-0.187102905851371,0.015,0.124,6.00011444869019e-05,ALKBH7
RRP36,3.50972346047666e-09,-0.0547514552607318,0.037,0.124,6.03532046263566e-05,RRP36
TMEM18,3.5168584223363e-09,-0.236642426185406,0.037,0.174,6.0475897430495e-05,TMEM18
USP53,3.51870351922603e-09,0.494629244798113,0.127,0.134,6.05076257166109e-05,USP53
BAG6,3.55154129442702e-09,0.0162264747829639,0.067,0.145,6.1072304098967e-05,BAG6
WWP2,3.56751271983869e-09,0.180348524252911,0.104,0.137,6.1346948730346e-05,WWP2
EBAG9,3.60948535515058e-09,-0.251748698917643,0.007,0.125,6.20687101671694e-05,EBAG9
SF3A3,3.67622292423758e-09,-0.240613705406556,0.037,0.174,6.32163294051895e-05,SF3A3
ZHX1,3.68586686907384e-09,0.13091846588905,0.075,0.121,6.33821666805938e-05,ZHX1
MTMR6,3.70117784241888e-09,-0.00450845114278553,0.045,0.124,6.36454541782351e-05,MTMR6
NFKBIL1,3.77838686905525e-09,-0.135906243299312,0.037,0.15,6.49731406002741e-05,NFKBIL1
CBX4,3.78749629180398e-09,0.111651730824817,0.097,0.179,6.51297862338613e-05,CBX4
SMAD1,3.93307001023151e-09,-0.0888447949375268,0.06,0.168,6.76330718959411e-05,SMAD1
DPM3,4.00829659020124e-09,-0.272304052045467,0.007,0.132,6.89266681651005e-05,DPM3
RIC8A,4.02960632564885e-09,0.056711912544384,0.06,0.122,6.92931103758577e-05,RIC8A
VPS4A,4.05528103066521e-09,-0.0240862694346538,0.037,0.115,6.97346126033189e-05,VPS4A
TBC1D10B,4.06009570425407e-09,0.16902186776689,0.075,0.116,6.9817405730353e-05,TBC1D10B
DNAAF3,4.07758615321515e-09,-0.401737295271705,0.022,0.182,7.01181714906877e-05,DNAAF3
SLC33A1,4.09738274399879e-09,-0.11997588225004,0.097,0.231,7.04585936658032e-05,SLC33A1
GINS3,4.15406295740685e-09,-0.0317354141495504,0.045,0.129,7.14332666155683e-05,GINS3
LRMP,4.19335316965169e-09,-0.404418058262548,0.06,0.234,7.21089011053304e-05,LRMP
EHF,4.2317660155352e-09,-0.531555719283377,0,0.125,7.27694484031433e-05,EHF
TRAF7,4.27616320376529e-09,-0.101009468721446,0.06,0.171,7.3532902451948e-05,TRAF7
SPCS3,4.49844735471144e-09,0.189441210092584,0.075,0.107,7.73553007116179e-05,SPCS3
SNX2,4.50813679148518e-09,0.00706758492877385,0.067,0.148,7.75219202663792e-05,SNX2
PFDN6,4.53389783089942e-09,-0.378426363391382,0.03,0.199,7.79649071001464e-05,PFDN6
CERS2,4.60020512836048e-09,0.111700813375762,0.09,0.143,7.91051273872867e-05,CERS2
IL1B,4.61310006623057e-09,-1.91611799461852,0.06,0.262,7.9326868738901e-05,IL1B
LYPLA1,4.65837868593414e-09,-0.174388400169511,0.067,0.202,8.01054798833234e-05,LYPLA1
ABCD1,4.68689647475851e-09,0.223971871576722,0.097,0.115,8.05958717799473e-05,ABCD1
BOLA3,4.74082216085592e-09,-0.129254157653843,0.052,0.165,8.15231778780784e-05,BOLA3
MZT1,4.74380774792838e-09,-0.0725974070669163,0.022,0.113,8.15745180333764e-05,MZT1
REXO4,4.90221385816411e-09,0.159128350360349,0.067,0.107,8.42984695049901e-05,REXO4
ZC2HC1A,4.99718947058238e-09,-0.0641832977142803,0.045,0.141,8.59316701361346e-05,ZC2HC1A
NRM,5.02182451883098e-09,-0.085525699918436,0.022,0.111,8.63552944258175e-05,NRM
CNOT6,5.0401176992483e-09,0.0514729898068144,0.052,0.111,8.66698639562737e-05,CNOT6
CMC2,5.05882728677135e-09,-0.32774454193385,0,0.124,8.69915940233201e-05,CMC2
TRIM25,5.13991377451522e-09,0.309476426132807,0.127,0.14,8.83859572665637e-05,TRIM25
CYTH3,5.17453336200982e-09,0.419962008724157,0.112,0.077,8.89812756931209e-05,CYTH3
GTF3A,5.1812617024292e-09,-0.207286953215066,0.015,0.131,8.90969762349725e-05,GTF3A
MECP2,5.27425506600523e-09,-0.178603808738137,0.045,0.175,9.06960901150259e-05,MECP2
DIDO1,5.29589200372649e-09,0.386967284365173,0.134,0.114,9.10681588960806e-05,DIDO1
ABHD4,5.34685779200595e-09,0.0308634136787723,0.037,0.101,9.19445665913343e-05,ABHD4
NDUFA5,5.39024201074068e-09,-0.354316658517689,0.007,0.148,9.26906016166968e-05,NDUFA5
NSRP1,5.40586254608916e-09,-0.0765580911560174,0.037,0.131,9.29592123425493e-05,NSRP1
GRAP,5.43357309693963e-09,-0.181933455214498,0.09,0.232,9.34357229749739e-05,GRAP
FAM110A,5.43646907202917e-09,-0.306394334041177,0.09,0.261,9.34855221626135e-05,FAM110A
TMEM11,5.57455249585248e-09,-0.192102095849662,0.022,0.141,9.58600047186793e-05,TMEM11
JADE2,5.67621277991889e-09,0.182993395154467,0.082,0.121,9.76081549634852e-05,JADE2
ALKBH5,5.69941483676846e-09,0.0750917456988565,0.075,0.166,9.80071375330704e-05,ALKBH5
INO80B,5.72557417465104e-09,-0.286830348486153,0.022,0.164,9.84569735072993e-05,INO80B
CFAP36,5.81802460617164e-09,0.0718588444687231,0.075,0.147,0.000100046751127728,CFAP36
MAFF,6.00418609571504e-09,0.347291399160874,0.164,0.169,0.000103247984101916,MAFF
DDX47,6.01638872702173e-09,-0.304887336938208,0.045,0.204,0.000103457820549866,DDX47
SMC4,6.12668125102874e-09,-0.00900270921337221,0.104,0.209,0.00010535441079269,SMC4
DZIP3,6.28810170646112e-09,0.234948443650496,0.097,0.118,0.000108130196944305,DZIP3
GID8,6.30364758156951e-09,-0.304712046180473,0.045,0.204,0.000108397523812669,GID8
STK3,6.37965405425862e-09,0.339811216721431,0.112,0.109,0.000109704531117031,STK3
RNF146,6.45061561361595e-09,-0.228693926856852,0.022,0.147,0.00011092478609174,RNF146
RIT1,6.49360577795716e-09,-0.127743813686823,0.022,0.124,0.000111664044957751,RIT1
TMEM8,6.55145084004921e-09,0.0306108893272289,0.067,0.141,0.000112658748645486,TMEM8
LSM1,6.56492673212034e-09,-0.260608958436956,0.03,0.169,0.000112890480085541,LSM1
PIAS4,6.62635871004087e-09,-0.0220250987681979,0.022,0.107,0.000113946864377863,PIAS4
ATF5,6.74479613449532e-09,-0.34627610677566,0.052,0.214,0.000115983514328782,ATF5
SLC25A25,6.79723287373350e-09,-0.368449687655031,0.052,0.224,0.000116885216496721,SLC25A25
ACADM,6.81464921786682e-09,0.141300386652187,0.067,0.11,0.000117184707950438,ACADM
PTTG1,6.83273809428613e-09,-0.223559302602337,0.037,0.168,0.000117495764269344,PTTG1
NUCKS1,6.88194957880286e-09,-0.110150381326228,0.082,0.207,0.000118342004957094,NUCKS1
SYS1,6.99065439749854e-09,-0.229915097935651,0.007,0.121,0.000120211293019385,SYS1
APH1C,7.0557553288278e-09,0.110284748421742,0.045,0.105,0.000121330768634523,APH1C
VPS39,7.26335362476496e-09,-0.158654062605128,0.097,0.241,0.000124900628931458,VPS39
CD2AP,7.26697348789314e-09,0.135779989127734,0.075,0.12,0.00012496287609781,CD2AP
DARS,7.26757299518565e-09,0.195817985179196,0.082,0.109,0.000124973185225212,DARS
TMEM222,7.28097399448536e-09,-0.00951089168479868,0.045,0.119,0.00012520362880917,TMEM222
PFDN1,7.28984929335883e-09,-0.188342002043517,0.037,0.158,0.000125356248448598,PFDN1
BAG3,7.76914426666362e-09,-0.302589124932449,0.067,0.238,0.000133598204809548,BAG3
PLIN2,7.79967241501734e-09,-0.402820066468979,0.007,0.152,0.000134123166848638,PLIN2
MBD2,7.87556386712611e-09,0.0533691418316792,0.052,0.108,0.000135428196259101,MBD2
NOSIP,7.89759700163577e-09,-0.319216594124683,0,0.121,0.000135807078040129,NOSIP
HTATIP2,7.99535406184119e-09,-0.338866720988344,0.007,0.151,0.000137488108447421,HTATIP2
SEPT2,8.10936359766796e-09,0.116298776951026,0.082,0.138,0.000139448616425498,SEPT2
CXXC1,8.13112004779925e-09,-0.0804147327886049,0.037,0.133,0.000139822740341956,CXXC1
COA6,8.1352776205686e-09,-0.326469627740017,0,0.121,0.000139894233963298,COA6
ZFP330,8.4748207773555e-09,0.00373059194431441,0.06,0.14,0.000145733018087405,ZFP330
SZRD1,8.75921141409771e-09,-0.370934406216141,0.015,0.172,0.000150623399476824,SZRD1
SIN3A,8.88876504870792e-09,-0.098028243120142,0.067,0.183,0.000152851203777581,SIN3A
NAA10,8.91389986773493e-09,-0.00773854930206364,0.045,0.116,0.00015328342212557,NAA10
NVL,9.02965023624938e-09,0.191186909947335,0.09,0.122,0.000155273865462544,NVL
NIT1,9.21574278413668e-09,-0.138066854480564,0.037,0.147,0.000158473912916014,NIT1
UBE2Q1,9.51142907184406e-09,-0.33547480658801,0.015,0.16,0.000163558534319431,UBE2Q1
LAGE3,9.63451716364293e-09,-0.284365730768854,0.022,0.163,0.000165675157146004,LAGE3
GCC2,9.79715187619211e-09,0.22264173556522,0.09,0.12,0.000168471823663,GCC2
FAH,9.83131108317879e-09,-0.406240717559425,0.007,0.15,0.000169059225386342,FAH
TMEM158,9.90669130063677e-09,0.0905443226242362,0.172,0.282,0.00017035546360575,TMEM158
TEC,9.94834429006708e-09,0.189162693768573,0.075,0.113,0.000171071728411994,TEC
WIPF2,9.95661920312898e-09,0.173507264632052,0.097,0.134,0.000171214023817006,WIPF2
PQBP1,1.02992288592026e-08,-0.0688550712096289,0.022,0.102,0.000177105539462848,PQBP1
IL4I1,1.03591170731691e-08,0.250415105774257,0.731,0.865,0.000178135377190215,IL4I1
FGD2,1.04190916635996e-08,0.211757373935657,0.097,0.12,0.000179166700247259,FGD2
DEXI,1.05266064693309e-08,0.344711131776437,0.134,0.12,0.000181015524846613,DEXI
DPYSL3,1.06882731678215e-08,0.555009753376594,0.112,0.036,0.000183795545393858,DPYSL3
JPT2,1.08321879709816e-08,0.0633246489448094,0.045,0.1,0.000186270304349,JPT2
E130311K13RIK,1.09550798981293e-08,-0.325988963560742,0.015,0.153,0.000188383553928232,E130311K13RIK
IFFO2,1.11404609422848e-08,-0.0618065571569414,0.037,0.124,0.00019157136636353,IFFO2
RNF214,1.13608422724195e-08,0.12653320846519,0.067,0.117,0.000195361043716526,RNF214
FAM172A,1.13765863846127e-08,0.288800688968975,0.157,0.176,0.000195631779469801,FAM172A
SELENOM,1.14760416310618e-08,0.106432108049351,0.134,0.258,0.000197342011887738,SELENOM
PAK1,1.1581473014106e-08,0.267297092067263,0.127,0.137,0.000199155009950567,PAK1
MCM3,1.16192753682439e-08,0.0600944235813727,0.06,0.132,0.000199805059232322,MCM3
ACTR1A,1.16608569759319e-08,-0.149605832629925,0.067,0.198,0.000200520096558125,ACTR1A
ZFYVE16,1.16697713258219e-08,0.399349142303911,0.104,0.067,0.000200673387718833,ZFYVE16
CANT1,1.20781314583322e-08,0.101768471864699,0.067,0.116,0.00020769554855748,CANT1
MRPS17,1.21338194610147e-08,-0.262697310096393,0.022,0.153,0.000208653159451609,MRPS17
DCUN1D1,1.21854954836253e-08,-0.130537579409077,0.067,0.186,0.000209541780336421,DCUN1D1
IFI211,1.23143106053821e-08,-0.369084209263214,0,0.118,0.000211756885170151,IFI211
MAP1LC3A,1.27619208951585e-08,-0.286616008904851,0.015,0.147,0.000219453991713146,MAP1LC3A
NBN,1.2874842866765e-08,0.195819034294367,0.09,0.11,0.000221395797936891,NBN
RORA,1.29936534305815e-08,0.652063964403144,0.134,0.065,0.000223438864392279,RORA
RPP21,1.30048066933441e-08,-0.013755312639319,0.045,0.119,0.000223630655898745,RPP21
ZFP397,1.36341581649503e-08,0.279492845308897,0.119,0.133,0.000234452983804486,ZFP397
ZW10,1.36908437538743e-08,-0.0942957976901177,0.037,0.134,0.000235427749191623,ZW10
CNOT7,1.38309514798659e-08,0.140056878642752,0.09,0.134,0.000237837041647774,CNOT7
DENND3,1.40073105331208e-08,0.322935769331715,0.112,0.105,0.000240869711927545,DENND3
RUFY1,1.40289222967503e-08,0.191516365406593,0.112,0.139,0.000241241347814919,RUFY1
AK3,1.40431208240126e-08,0.00346854238015065,0.037,0.104,0.000241485505689721,AK3
NAB1,1.43768174866306e-08,0.0516981316409452,0.045,0.103,0.0002472237535001,NAB1
EVA1B,1.44532127991982e-08,-0.301036167564897,0.015,0.15,0.000248537447295012,EVA1B
FBXO11,1.49273675951567e-08,0.238004114391939,0.112,0.124,0.000256691013166315,FBXO11
ZDHHC6,1.51093424109785e-08,0.0393694868593925,0.067,0.136,0.000259820252099186,ZDHHC6
PDRG1,1.51339816260166e-08,-0.258166113606677,0.03,0.167,0.000260243948040981,PDRG1
COA4,1.51446087701363e-08,-0.303457119775405,0,0.117,0.000260426692411264,COA4
OFD1,1.52361458728507e-08,0.176221263234333,0.082,0.117,0.000262000764429541,OFD1
DTNBP1,1.55459356503992e-08,-0.193100741834043,0.022,0.135,0.000267327909444265,DTNBP1
SLA,1.56769881822839e-08,0.508964410705617,0.104,0.084,0.000269581488782553,SLA
NCBP1,1.57533017553656e-08,0.0370568747562324,0.045,0.108,0.000270893776985267,NCBP1
PLEKHF2,1.58016254898735e-08,-0.31096551859788,0.022,0.165,0.000271724751923864,PLEKHF2
MYO18A,1.59414470425494e-08,-0.178634254187789,0.03,0.144,0.000274129123343679,MYO18A
EEF1AKMT2,1.66200531513709e-08,-0.018057800706258,0.037,0.109,0.000285798433990974,EEF1AKMT2
RGMB,1.67729546781329e-08,-0.141415172024569,0.082,0.207,0.000288427728645174,RGMB
HAUS8,1.69063034342506e-08,-0.406295196278229,0.075,0.252,0.000290720793855373,HAUS8
CIAO1,1.72227228132557e-08,-0.102352884472928,0.037,0.14,0.000296161941496745,CIAO1
GM42031,1.72669814172994e-08,-0.0323466382876564,0.052,0.138,0.000296923012451881,GM42031
MRPL16,1.74817460619945e-08,-0.0763293220049601,0.022,0.101,0.000300616105282057,MRPL16
ZFP871,1.7509666556192e-08,0.259360373074262,0.119,0.129,0.000301096226100278,ZFP871
MT2,1.75535938158321e-08,-0.433967549872814,0,0.116,0.000301851599257049,MT2
MAPKAPK3,1.77595999736343e-08,0.0576566975199202,0.052,0.111,0.000305394081146616,MAPKAPK3
FBXW17,1.7996913109987e-08,0.367245554036659,0.119,0.1,0.000309474917839337,FBXW17
SNRPA1,1.82422285320652e-08,0.00207570536849944,0.037,0.115,0.000313693361837394,SNRPA1
FAM46C,1.82546275076474e-08,-0.353704057146636,0.097,0.273,0.000313906574621504,FAM46C
